GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1318351584,20250815,202508,2025,2025.6164,AFR,AFRICA,AFR,,,,,,,,MED,JOURNALIST,,,,,,MED,,,1,181,181,18,4,-9.0,3,1,3,-2.23713646532438,4,"Niamey, Niamey, Niger",NG,NG08,22581,13.5167,2.11667,-1084956,4,"Niamey, Niamey, Niger",NG,NG08,22581,13.5167,2.11667,-1084956,1,Mali,ML,ML,,17,-4,ML,20260815000000,http://www.sierraleonetimes.com/news/279242186/trump-confirms-release-of-us-missionary-kidnapped-in-niger
1318351585,20250815,202508,2025,2025.6164,GOV,COMMERCE DEPARTMENT,,,,,,GOV,,,,,,,,,,,,,1,1014,101,10,3,-5.0,24,4,24,-3.15315315315315,1,United Kingdom,UK,UK,,54,-4,UK,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,20260815000000,https://news4sanantonio.com/news/nation-world/trump-announces-new-tariffs-on-drone-imports-manufacturing-us-allies-commerce-department-howard-lutnick
1318351586,20250815,202508,2025,2025.6164,GOV,PRESIDENTIAL PALACE,,,,,,GOV,,,MED,JOURNALIST,,,,,,MED,,,1,042,042,04,1,1.9,3,1,3,-2.23713646532438,1,Mali,ML,ML,,17,-4,ML,4,"Niamey, Niamey, Niger",NG,NG08,22581,13.5167,2.11667,-1084956,1,Mali,ML,ML,,17,-4,ML,20260815000000,http://www.sierraleonetimes.com/news/279242186/trump-confirms-release-of-us-missionary-kidnapped-in-niger
1318351587,20250815,202508,2025,2025.6164,GOV,PRESIDENTIAL PALACE,,,,,,GOV,,,NER,NIGER,NER,,,,,,,,1,042,042,04,1,1.9,1,1,1,-2.23713646532438,4,"Massalata, Tahoua, Niger",NG,NG06,22571,13.7762,5.20742,-1084207,4,"Massalata, Tahoua, Niger",NG,NG06,22571,13.7762,5.20742,-1084207,4,"Massalata, Tahoua, Niger",NG,NG06,22571,13.7762,5.20742,-1084207,20260815000000,http://www.sierraleonetimes.com/news/279242186/trump-confirms-release-of-us-missionary-kidnapped-in-niger
1318351588,20250815,202508,2025,2025.6164,GOV,PRESIDENTIAL PALACE,,,,,,GOV,,,NER,NIGER,NER,,,,,,,,1,042,042,04,1,1.9,1,1,1,-2.23713646532438,4,"Niamey, Niamey, Niger",NG,NG08,22581,13.5167,2.11667,-1084956,4,"Niamey, Niamey, Niger",NG,NG08,22581,13.5167,2.11667,-1084956,1,Mali,ML,ML,,17,-4,ML,20260815000000,http://www.sierraleonetimes.com/news/279242186/trump-confirms-release-of-us-missionary-kidnapped-in-niger
1318351589,20250815,202508,2025,2025.6164,GOV,PRESIDENTIAL PALACE,,,,,,GOV,,,NER,NIGER,NER,,,,,,,,1,043,043,04,1,2.8,1,1,1,-2.23713646532438,4,"Massalata, Tahoua, Niger",NG,NG06,22571,13.7762,5.20742,-1084207,4,"Massalata, Tahoua, Niger",NG,NG06,22571,13.7762,5.20742,-1084207,4,"Massalata, Tahoua, Niger",NG,NG06,22571,13.7762,5.20742,-1084207,20260815000000,http://www.sierraleonetimes.com/news/279242186/trump-confirms-release-of-us-missionary-kidnapped-in-niger
1318351590,20250815,202508,2025,2025.6164,GOV,PRESIDENTIAL PALACE,,,,,,GOV,,,NER,NIGER,NER,,,,,,,,1,043,043,04,1,2.8,1,1,1,-2.23713646532438,4,"Niamey, Niamey, Niger",NG,NG08,22581,13.5167,2.11667,-1084956,4,"Niamey, Niamey, Niger",NG,NG08,22581,13.5167,2.11667,-1084956,1,Mali,ML,ML,,17,-4,ML,20260815000000,http://www.sierraleonetimes.com/news/279242186/trump-confirms-release-of-us-missionary-kidnapped-in-niger
1318351591,20250815,202508,2025,2025.6164,GOV,PRESIDENTIAL PALACE,,,,,,GOV,,,NER,NIGER,NER,,,,,,,,1,051,051,05,1,3.4,1,1,1,-2.23713646532438,4,"Massalata, Tahoua, Niger",NG,NG06,22571,13.7762,5.20742,-1084207,4,"Massalata, Tahoua, Niger",NG,NG06,22571,13.7762,5.20742,-1084207,4,"Massalata, Tahoua, Niger",NG,NG06,22571,13.7762,5.20742,-1084207,20260815000000,http://www.sierraleonetimes.com/news/279242186/trump-confirms-release-of-us-missionary-kidnapped-in-niger
1318351592,20250815,202508,2025,2025.6164,GOV,PRESIDENTIAL PALACE,,,,,,GOV,,,NER,NIGER,NER,,,,,,,,1,051,051,05,1,3.4,1,1,1,-2.23713646532438,4,"Niamey, Niamey, Niger",NG,NG08,22581,13.5167,2.11667,-1084956,4,"Niamey, Niamey, Niger",NG,NG08,22581,13.5167,2.11667,-1084956,4,"Niamey, Niamey, Niger",NG,NG08,22581,13.5167,2.11667,-1084956,20260815000000,http://www.sierraleonetimes.com/news/279242186/trump-confirms-release-of-us-missionary-kidnapped-in-niger
1318351593,20250815,202508,2025,2025.6164,GOV,PRESIDENTIAL PALACE,,,,,,GOV,,,NER,NIGER,NER,,,,,,,,1,181,181,18,4,-9.0,1,1,1,-2.23713646532438,4,"Massalata, Tahoua, Niger",NG,NG06,22571,13.7762,5.20742,-1084207,4,"Massalata, Tahoua, Niger",NG,NG06,22571,13.7762,5.20742,-1084207,4,"Massalata, Tahoua, Niger",NG,NG06,22571,13.7762,5.20742,-1084207,20260815000000,http://www.sierraleonetimes.com/news/279242186/trump-confirms-release-of-us-missionary-kidnapped-in-niger
