GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1316422861,20250802,202508,2025,2025.5808,CAN,CANADA,CAN,,,,,,,,,,,,,,,,,,0,013,013,01,1,0.4,4,1,4,2.91079812206572,4,"Owen Sound, Ontario, Canada",CA,CA08,12652,44.5667,-80.85,-570814,0,,,,,,,,4,"Owen Sound, Ontario, Canada",CA,CA08,12652,44.5667,-80.85,-570814,20260802001500,https://www.clintonnewsrecord.com:443/news/local-news/longest-running-emancipation-day-celebration-returns-to-owen-sound
1316422862,20260726,202607,2026,2026.5644,BGD,BANGLADESH,BGD,,,,,,,,BGDELI,BANGLADESH,BGD,,,,,ELI,,,1,043,043,04,1,2.8,5,1,5,-2.32558139534884,4,"Dhaka, Dhaka, Bangladesh",BG,BG81,5778,23.7231,90.4086,-2737683,4,"Dhaka, Dhaka, Bangladesh",BG,BG81,5778,23.7231,90.4086,-2737683,4,"Dhaka, Dhaka, Bangladesh",BG,BG81,5778,23.7231,90.4086,-2737683,20260802001500,https://www.dailyexcelsior.com/decoding-sheikh-hasinas-announcement-on-returning-to-dhaka-in-december/
1316422863,20260726,202607,2026,2026.5644,BGDELI,BANGLADESH,BGD,,,,,ELI,,,BGD,BANGLADESH,BGD,,,,,,,,1,042,042,04,1,1.9,5,1,5,-2.32558139534884,4,"Dhaka, Dhaka, Bangladesh",BG,BG81,5778,23.7231,90.4086,-2737683,4,"Dhaka, Dhaka, Bangladesh",BG,BG81,5778,23.7231,90.4086,-2737683,4,"Dhaka, Dhaka, Bangladesh",BG,BG81,5778,23.7231,90.4086,-2737683,20260802001500,https://www.dailyexcelsior.com/decoding-sheikh-hasinas-announcement-on-returning-to-dhaka-in-december/
1316422864,20260726,202607,2026,2026.5644,COP,CONSTABLE,,,,,,COP,,,MILGOV,LIEUTENANT,,,,,,MIL,GOV,,1,042,042,04,1,1.9,10,1,10,-0.64935064935065,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260802001500,https://www.dailyexcelsior.com/lg-hands-over-appointment-letters-to-kin-of-martyrs/
1316422865,20260726,202607,2026,2026.5644,MILGOV,LIEUTENANT,,,,,,MIL,GOV,,COP,CONSTABLE,,,,,,COP,,,1,043,043,04,1,2.8,10,1,10,-0.64935064935065,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260802001500,https://www.dailyexcelsior.com/lg-hands-over-appointment-letters-to-kin-of-martyrs/
1316422866,20260801,202608,2026,2026.5781,,,,,,,,,,,GOV,PRIME MINISTER,,,,,,GOV,,,1,042,042,04,1,1.9,4,1,4,2.56410256410256,0,,,,,,,,4,"Jammu, Jammu and Kashmir, India",IN,IN12,72851,32.7333,74.8667,-2098228,4,"Kishtwar, Jammu and Kashmir, India",IN,IN12,72809,33.3167,75.7667,-2101088,20260802001500,https://www.dailyexcelsior.com/union-cabinet-approves-sudhmahadev-dranga-singhpora-vailoo-tunnels/
1316422867,20260801,202608,2026,2026.5781,ESP,SPAIN,ESP,,,,,,,,GBRGOV,UNITED KINGDOM,GBR,,,,,GOV,,,0,040,040,04,1,1.0,2,1,2,-4.92700729927007,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,20260802001500,https://www.gdnonline.com:443/Details/1402285/Spain-attacks-EU-countries%E2%80%99-reaction-as-Ceuta-crossings-death-toll-tops-86
1316422868,20260801,202608,2026,2026.5781,ESP,SPAIN,ESP,,,,,,,,GBRGOV,UNITED KINGDOM,GBR,,,,,GOV,,,0,040,040,04,1,1.0,2,1,2,-4.92700729927007,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,1,United Kingdom,UK,UK,,54,-4,UK,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,20260802001500,https://www.gdnonline.com:443/Details/1402285/Spain-attacks-EU-countries%E2%80%99-reaction-as-Ceuta-crossings-death-toll-tops-86
1316422869,20260801,202608,2026,2026.5781,GBR,UNITED KINGDOM,GBR,,,,,,,,GBRGOV,UNITED KINGDOM,GBR,,,,,GOV,,,0,040,040,04,1,1.0,2,1,2,-4.92700729927007,1,United Kingdom,UK,UK,,54,-4,UK,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,20260802001500,https://www.gdnonline.com:443/Details/1402285/Spain-attacks-EU-countries%E2%80%99-reaction-as-Ceuta-crossings-death-toll-tops-86
1316422870,20260801,202608,2026,2026.5781,GBR,UNITED KINGDOM,GBR,,,,,,,,GBRGOV,UNITED KINGDOM,GBR,,,,,GOV,,,0,040,040,04,1,1.0,2,1,2,-4.92700729927007,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,20260802001500,https://www.gdnonline.com:443/Details/1402285/Spain-attacks-EU-countries%E2%80%99-reaction-as-Ceuta-crossings-death-toll-tops-86
