GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1322482468,20250911,202509,2025,2025.6877,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,0,060,060,06,2,6.0,5,1,5,-0.8363201911589,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20260911003000,https://insideretail.asia/2026/09/11/why-xis-india-visit-may-not-unlock-stronger-business-ties/
1322482469,20250911,202509,2025,2025.6877,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,0,060,060,06,2,6.0,1,1,1,-0.8363201911589,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,0,,,,,,,,4,"Xiaomi, Fujian, China",CH,CH07,13163,25.2225,116.057,10999868,20260911003000,https://insideretail.asia/2026/09/11/why-xis-india-visit-may-not-unlock-stronger-business-ties/
1322482470,20250911,202509,2025,2025.6877,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,0,060,060,06,2,6.0,2,1,2,-0.8363201911589,4,"Xiaomi, Fujian, China",CH,CH07,13163,25.2225,116.057,10999868,0,,,,,,,,4,"Xiaomi, Fujian, China",CH,CH07,13163,25.2225,116.057,10999868,20260911003000,https://insideretail.asia/2026/09/11/why-xis-india-visit-may-not-unlock-stronger-business-ties/
1322482471,20250911,202509,2025,2025.6877,YEM,YEMEN,YEM,,,,,,,,,,,,,,,,,,0,010,010,01,1,0.0,2,1,2,-2.64550264550265,1,Yemen,YM,YM,,15.5,47.5,YM,0,,,,,,,,1,Yemen,YM,YM,,15.5,47.5,YM,20260911003000,https://www.channelnewsasia.com/world/anthropic-disrupts-russian-chinese-ai-campaigns-targeting-its-claude-models-6377186
1322482472,20260812,202608,2026,2026.6082,MIL,CARRIER,,,,,,MIL,,,,,,,,,,,,,1,193,193,19,4,-10.0,10,1,10,0,1,United States,US,US,,39.828175,-98.5795,US,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,20260911003000,https://www.redlandsdailyfacts.com/2026/09/10/sugar-the-peacock-has-fully-recovered-after-altercation-with-mailman-in-pasadena-last-month/
1322482473,20260812,202608,2026,2026.6082,USA,COLORADO,USA,,,,,,,,JUD,SUPREME COURT,,,,,,JUD,,,0,014,014,01,1,0.0,1,1,1,-5.51236749116607,2,"Colorado, United States",US,USCO,,39.0646,-105.327,CO,3,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,3,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,20260911003000,https://www.kjct8.com/2026/09/10/denver-sues-block-armed-ice-agents-voting-sites-alleging-their-presence-would-violate-federal-law/
1322482474,20260812,202608,2026,2026.6082,USA,COLORADO,USA,,,,,,,,JUD,SUPREME COURT,,,,,,JUD,,,0,014,014,01,1,0.0,1,1,1,-5.51236749116607,2,"Colorado, United States",US,USCO,,39.0646,-105.327,CO,2,"Colorado, United States",US,USCO,,39.0646,-105.327,CO,3,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,20260911003000,https://www.kjct8.com/2026/09/10/denver-sues-block-armed-ice-agents-voting-sites-alleging-their-presence-would-violate-federal-law/
1322482475,20260904,202609,2026,2026.6685,,,,,,,,,,,JEW,JEWISH,,,,JEW,,,,,1,193,193,19,4,-10.0,3,1,3,-8.43023255813953,0,,,,,,,,4,"Alexandria, Al Iskandariyah, Egypt",EG,EG06,61590,31.1981,29.9192,-290263,3,"Falls Church, Virginia, United States",US,USVA,,38.8823,-77.1711,1495526,20260911003000,https://www.clevelandjewishnews.com/jns/virginia-congressional-candidate-reposts-content-promoting-nazi-ideology-on-social-media/article_77914c5f-bb54-5473-aa80-ae1a8feb0450.html
1322482476,20260904,202609,2026,2026.6685,GOV,PRESIDENT,,,,,,GOV,,,USA,KANSAS CITY,USA,,,,,,,,1,036,036,03,1,4.0,8,1,8,1.78571428571429,3,"Olathe, Kansas, United States",US,USKS,KS091,38.8814,-94.8191,479198,3,"Olathe, Kansas, United States",US,USKS,KS091,38.8814,-94.8191,479198,3,"Olathe, Kansas, United States",US,USKS,KS091,38.8814,-94.8191,479198,20260911003000,https://www.kctv5.com/2026/09/10/vice-president-jd-vance-visit-johnson-county-what-know-about-mondays-olathe-stop/
1322482477,20260904,202609,2026,2026.6685,JEW,JEWISH,,,,JEW,,,,,USA,UNITED STATES,USA,,,,,,,,1,193,193,19,4,-10.0,2,1,2,-8.43023255813953,4,"Alexandria, Al Iskandariyah, Egypt",EG,EG06,61590,31.1981,29.9192,-290263,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260911003000,https://www.clevelandjewishnews.com/jns/virginia-congressional-candidate-reposts-content-promoting-nazi-ideology-on-social-media/article_77914c5f-bb54-5473-aa80-ae1a8feb0450.html
