GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1293357337,20250310,202503,2025,2025.1918,EDU,SCHOOL,,,,,,EDU,,,,,,,,,,,,,1,014,014,01,1,0.0,10,1,10,-0.15847860538827,2,"New Hampshire, United States",US,USNH,,43.4108,-71.5653,NH,0,,,,,,,,2,"New Hampshire, United States",US,USNH,,43.4108,-71.5653,NH,20260310024500,https://www.unionleader.com/news/politics/town_meeting/reduced-school-budget-advances-to-merrimacks-ballot/article_fb375316-e4e0-4d64-95cf-bc379b719c5d.html
1293357338,20250310,202503,2025,2025.1918,EDU,SCHOOL,,,,,,EDU,,,,,,,,,,,,,1,040,040,04,1,1.0,10,1,10,-0.15847860538827,2,"New Hampshire, United States",US,USNH,,43.4108,-71.5653,NH,0,,,,,,,,2,"New Hampshire, United States",US,USNH,,43.4108,-71.5653,NH,20260310024500,https://www.unionleader.com/news/politics/town_meeting/reduced-school-budget-advances-to-merrimacks-ballot/article_fb375316-e4e0-4d64-95cf-bc379b719c5d.html
1293357339,20250310,202503,2025,2025.1918,GBR,LONDON,GBR,,,,,,,,GBRCOP,UNITED KINGDOM,GBR,,,,,COP,,,1,090,090,09,2,-2.0,4,1,4,-5.21739130434783,4,"City Of London, London, City of, United Kingdom",UK,UKH9,40110,51.5141,-0.093689,-2601891,4,"City Of London, London, City of, United Kingdom",UK,UKH9,40110,51.5141,-0.093689,-2601891,4,"City Of London, London, City of, United Kingdom",UK,UKH9,40110,51.5141,-0.093689,-2601891,20260310024500,https://www.bbc.co.uk/news/articles/crm8043z09mo
1293357340,20250310,202503,2025,2025.1918,GBR,LONDON,GBR,,,,,,,,GBRCOP,UNITED KINGDOM,GBR,,,,,COP,,,1,091,091,09,2,-2.0,4,1,4,-5.21739130434783,4,"City Of London, London, City of, United Kingdom",UK,UKH9,40110,51.5141,-0.093689,-2601891,4,"City Of London, London, City of, United Kingdom",UK,UKH9,40110,51.5141,-0.093689,-2601891,4,"City Of London, London, City of, United Kingdom",UK,UKH9,40110,51.5141,-0.093689,-2601891,20260310024500,https://www.bbc.co.uk/news/articles/crm8043z09mo
1293357341,20250310,202503,2025,2025.1918,GBRCOP,LONDON,GBR,,,,,COP,,,,,,,,,,,,,1,090,090,09,2,-2.0,6,1,6,-5.21739130434783,4,"City Of London, London, City of, United Kingdom",UK,UKH9,40110,51.5141,-0.093689,-2601891,0,,,,,,,,4,"City Of London, London, City of, United Kingdom",UK,UKH9,40110,51.5141,-0.093689,-2601891,20260310024500,https://www.bbc.co.uk/news/articles/crm8043z09mo
1293357342,20250310,202503,2025,2025.1918,GBRCOP,LONDON,GBR,,,,,COP,,,,,,,,,,,,,1,091,091,09,2,-2.0,6,1,6,-5.21739130434783,4,"City Of London, London, City of, United Kingdom",UK,UKH9,40110,51.5141,-0.093689,-2601891,0,,,,,,,,4,"City Of London, London, City of, United Kingdom",UK,UKH9,40110,51.5141,-0.093689,-2601891,20260310024500,https://www.bbc.co.uk/news/articles/crm8043z09mo
1293357343,20250310,202503,2025,2025.1918,GOV,GOVERNMENT,,,,,,GOV,,,JEW,JEWISH,,,,JEW,,,,,1,090,090,09,2,-2.0,10,1,10,-3.07467057101025,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60,100,RS,20260310024500,https://www.clevelandjewishnews.com/jta/lawsuit-says-doge-used-chatgpt-to-tag-jewish-themed-humanities-grants-as-dei-before-canceling/article_53c952d2-85c5-5213-a0e1-088a5ff7ebc1.html
1293357344,20250310,202503,2025,2025.1918,GOV,GOVERNOR,,,,,,GOV,,,PTY,DEMOCRATIC PARTY,,,,,,,,,1,0231,023,02,1,3.4,3,1,3,1.15207373271889,3,"Williamsburg, Iowa, United States",US,USIA,IA095,41.6611,-92.0091,463064,3,"Williamsburg, Iowa, United States",US,USIA,IA095,41.6611,-92.0091,463064,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20260310024500,https://www.radioiowa.com/2026/03/09/two-candidates-for-iowa-governor-file-paperwork-for-2026-primary/
1293357345,20250310,202503,2025,2025.1918,JUD,LAWYER,,,,,,JUD,,,,,,,,,,,,,0,090,090,09,2,-2.0,5,1,5,-8.31259333001494,3,"Butler County, Ohio, United States",US,USOH,OH017,39.4501,-84.5666,1074021,0,,,,,,,,3,"Butler County, Ohio, United States",US,USOH,,39.4501,-84.5666,1074021,20260310024500,https://www.cleveland19.com/2026/03/09/state-investigating-sergeant-accused-hitting-suspect-41-times-with-baton-attorney-says/
1293357346,20250310,202503,2025,2025.1918,JUD,LAWYER,,,,,,JUD,,,,,,,,,,,,,0,091,091,09,2,-2.0,5,1,5,-8.31259333001494,3,"Butler County, Ohio, United States",US,USOH,OH017,39.4501,-84.5666,1074021,0,,,,,,,,3,"Butler County, Ohio, United States",US,USOH,,39.4501,-84.5666,1074021,20260310024500,https://www.cleveland19.com/2026/03/09/state-investigating-sergeant-accused-hitting-suspect-41-times-with-baton-attorney-says/
