GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1305333093,20250522,202505,2025,2025.3890,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,043,043,04,1,2.8,2,1,2,2.4,0,,,,,,,,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20260522001500,https://www.morningjournal.com/2026/05/21/2026-lorain-county-memorial-day-events-planned/
1305333094,20250522,202505,2025,2025.3890,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,0,042,042,04,1,1.9,2,1,2,2.4,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,0,,,,,,,,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20260522001500,https://www.morningjournal.com/2026/05/21/2026-lorain-county-memorial-day-events-planned/
1305333095,20250522,202505,2025,2025.3890,GOV,PRESIDENT,,,,,,GOV,,,POL,POLAND,POL,,,,,,,,1,020,020,02,1,3.0,2,2,2,-1.49253731343284,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,20260522001500,http://www.kenyastar.com/news/279067821/trump-gifts-polish-president-5000-more-us-troops
1305333096,20250522,202505,2025,2025.3890,GOV,PRESIDENT,,,,,,GOV,,,POL,POLAND,POL,,,,,,,,1,020,020,02,1,3.0,14,2,14,-1.49253731343284,1,Iran,IR,IR,,32,53,IR,1,Poland,PL,PL,,52,20,PL,1,Iran,IR,IR,,32,53,IR,20260522001500,http://www.kenyastar.com/news/279067821/trump-gifts-polish-president-5000-more-us-troops
1305333097,20250522,202505,2025,2025.3890,GRC,GREEK,GRC,,,,,,,,,,,,,,,,,,1,082,082,08,2,5.0,8,1,8,-1.44927536231884,1,Greece,GR,GR,,39,22,GR,0,,,,,,,,1,Greece,GR,GR,,39,22,GR,20260522001500,https://neoskosmos.com/en/2026/05/22/news/greece/greek-train-tragedy-activist-launches-political-party/
1305333098,20260515,202605,2026,2026.3699,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,060,060,06,2,6.0,1,1,1,1.75438596491228,0,,,,,,,,4,"Golden Point, Western Australia, Australia",AS,AS08,5527,-25.8167,126.95,-1575750,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260522001500,https://www.thecourier.com.au/story/9251127/melbourne-buyers-secure-homes-with-cash-offers-in-ballarat/
1305333099,20260515,202605,2026,2026.3699,CHL,SANTIAGO,CHL,,,,,,,,USA,DETROIT,USA,,,,,,,,1,010,010,01,1,0.0,3,1,3,-1.67785234899329,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,20260522001500,https://wcsx.com/2026/05/21/detroit-seeks-bids-for-gunshot-detection-system-as-shotspotter-contract-nears-end/
1305333100,20260515,202605,2026,2026.3699,CHL,CHILE,CHL,,,,,,,,USA,DETROIT,USA,,,,,,,,1,013,013,01,1,0.4,4,1,4,-1.67785234899329,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,20260522001500,https://wcsx.com/2026/05/21/detroit-seeks-bids-for-gunshot-detection-system-as-shotspotter-contract-nears-end/
1305333101,20260515,202605,2026,2026.3699,GOV,FIREFIGHTER,,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,1,182,182,18,4,-9.5,5,1,5,-1.38104205900816,3,"Searsmont, Maine, United States",US,USME,ME027,44.3617,-69.195,575130,3,"Searsmont, Maine, United States",US,USME,ME027,44.3617,-69.195,575130,3,"Searsmont, Maine, United States",US,USME,ME027,44.3617,-69.195,575130,20260522001500,https://www.sunjournal.com/2026/05/21/searsmont-and-robbins-lumber-have-been-entwined-for-decades-will-tragedy-bring-them-closer/
1305333102,20260515,202605,2026,2026.3699,GOV,FIREFIGHTER,,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,1,182,182,18,4,-9.5,1,1,1,-1.38104205900816,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,3,"Searsmont, Maine, United States",US,USME,ME027,44.3617,-69.195,575130,20260522001500,https://www.sunjournal.com/2026/05/21/searsmont-and-robbins-lumber-have-been-entwined-for-decades-will-tragedy-bring-them-closer/
1305333103,20260515,202605,2026,2026.3699,USA,PENNSYLVANIA,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,051,051,05,1,3.4,4,1,4,-4.92610837438424,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20260522001500,https://jamaica-gleaner.com/article/world-news/20260521/republicans-call-vote-iran-war-resolution-was-verge-passing
1305333104,20260515,202605,2026,2026.3699,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,051,051,05,1,3.4,1,1,1,-4.92610837438424,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20260522001500,https://jamaica-gleaner.com/article/world-news/20260521/republicans-call-vote-iran-war-resolution-was-verge-passing
1305333105,20260522,202605,2026,2026.3890,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,020,020,02,1,3.0,10,1,10,-1.25276344878408,0,,,,,,,,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364,-26.2,28.0833,-1240261,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364,-26.2,28.0833,-1240261,20260522001500,https://www.ghanamma.com/2026/05/21/for-south-africa-africa-day-carries-an-even-deeper-meaning-the-mail-guardian/
1305333106,20260522,202605,2026,2026.3890,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,042,042,04,1,1.9,14,1,10,-1.25276344878408,0,,,,,,,,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364,-26.2,28.0833,-1240261,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364,-26.2,28.0833,-1240261,20260522001500,https://www.ghanamma.com/2026/05/21/for-south-africa-africa-day-carries-an-even-deeper-meaning-the-mail-guardian/
1305333107,20260522,202605,2026,2026.3890,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,0841,084,08,2,7.0,2,1,2,-12.5448028673835,0,,,,,,,,4,"Mpumalanga, KwaZulu-Natal, South Africa",SF,SF02,77334,-27.8818,31.534,-1263555,4,"Mpumalanga, KwaZulu-Natal, South Africa",SF,SF02,77334,-27.8818,31.534,-1263555,20260522001500,https://sundayworld.co.za/news/ex-mpumalanga-lawyer-to-appear-in-court-for-stealing-r2m-from-grieving-clients/
