GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1301702788,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,037,037,03,1,5.0,10,1,10,-0.6872852233677,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260430013000,https://www.deccanchronicle.com/nation/current-affairs/india-repatriates-2929-seafarers-as-gulf-tensions-persist-1953695
1301702789,20260430,202604,2026,2026.3288,USA,AMERICAN,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,051,051,05,1,3.4,2,1,2,-4.82697817941371,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260430013000,https://www.thehour.com/business/article/the-latest-talks-to-end-the-war-in-iran-stall-as-22231814.php
1301702790,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,0872,087,08,2,9.0,2,1,2,-4.82697817941371,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,20260430013000,https://www.thehour.com/business/article/the-latest-talks-to-end-the-war-in-iran-stall-as-22231814.php
1301702791,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,0872,087,08,2,9.0,2,1,2,-4.82697817941371,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260430013000,https://www.thehour.com/business/article/the-latest-talks-to-end-the-war-in-iran-stall-as-22231814.php
1301702792,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,111,111,11,3,-2.0,4,1,4,-4.82697817941371,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260430013000,https://www.thehour.com/business/article/the-latest-talks-to-end-the-war-in-iran-stall-as-22231814.php
1301702793,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,120,120,12,3,-4.0,1,1,1,-4.82697817941371,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,20260430013000,https://www.thehour.com/business/article/the-latest-talks-to-end-the-war-in-iran-stall-as-22231814.php
1301702794,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,120,120,12,3,-4.0,1,1,1,-4.82697817941371,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260430013000,https://www.thehour.com/business/article/the-latest-talks-to-end-the-war-in-iran-stall-as-22231814.php
1301702795,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,120,120,12,3,-4.0,4,1,4,-4.82697817941371,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260430013000,https://www.thehour.com/business/article/the-latest-talks-to-end-the-war-in-iran-stall-as-22231814.php
1301702796,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-0.91533180778032,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,20260430013000,https://www.rnz.co.nz/news/alert-top/593795/luxon-peters-hold-talks-after-emails-reveal-clash-over-nz-s-iran-war-stance
1301702797,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,190,190,19,4,-10.0,8,1,8,-0.91533180778032,1,United States,US,US,,39.828175,-98.5795,US,1,Iran,IR,IR,,32,53,IR,1,Israel,IS,IS,,31.5,34.75,IS,20260430013000,https://www.rnz.co.nz/news/alert-top/593795/luxon-peters-hold-talks-after-emails-reveal-clash-over-nz-s-iran-war-stance
1301702798,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,0,040,040,04,1,1.0,2,1,2,-3.4351145038168,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260430013000,https://www.newsweek.com/trump-says-us-may-reduce-troops-in-germany-amid-tensions-with-merz-11895860
1301702799,20260430,202604,2026,2026.3288,USA,THE US,USA,,,,,,,,ITA,ITALY,ITA,,,,,,,,1,051,051,05,1,3.4,5,1,5,-3.125,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,20260430013000,https://article.wn.com/view/2026/04/29/Italy_recovers_looted_antiquities_from_US/
1301702800,20260430,202604,2026,2026.3288,USA,THE US,USA,,,,,,,,ITA,ITALY,ITA,,,,,,,,1,0842,084,08,2,7.0,5,1,5,-3.125,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,20260430013000,https://article.wn.com/view/2026/04/29/Italy_recovers_looted_antiquities_from_US/
1301702801,20260430,202604,2026,2026.3288,USA,THE US,USA,,,,,,,,ITA,ITALY,ITA,,,,,,,,1,145,145,14,3,-7.5,5,1,5,-3.125,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,20260430013000,https://article.wn.com/view/2026/04/29/Italy_recovers_looted_antiquities_from_US/
1301702802,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,JUD,SUPREME COURT,,,,,,JUD,,,1,010,010,01,1,0.0,4,1,4,-1.40845070422535,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20260430013000,https://www.rawstory.com/trump-supreme-court-2676832599/
1301702803,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,JUD,APPEALS COURT,,,,,,JUD,,,1,020,020,02,1,3.0,2,1,2,-0.17985611510791,3,"Tazewell County, Virginia, United States",US,USVA,VA185,37.1001,-81.5665,1497748,3,"Virginia Supreme Court, Virginia, United States",US,USVA,,37.5396,-77.4358,1780743,3,"Tazewell County, Virginia, United States",US,USVA,,37.1001,-81.5665,1497748,20260430013000,https://newsone.com/6858849/virginia-supreme-court-redistricting-vote-certification/
1301702804,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,JUD,APPEALS COURT,,,,,,JUD,,,1,020,020,02,1,3.0,2,1,2,-0.17985611510791,3,"Tazewell County, Virginia, United States",US,USVA,VA185,37.1001,-81.5665,1497748,3,"Virginia Supreme Court, Virginia, United States",US,USVA,,37.5396,-77.4358,1780743,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260430013000,https://newsone.com/6858849/virginia-supreme-court-redistricting-vote-certification/
1301702805,20260430,202604,2026,2026.3288,USA,VIRGINIA,USA,,,,,,,,JUD,APPEALS COURT,,,,,,JUD,,,1,020,020,02,1,3.0,6,1,6,-0.17985611510791,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,3,"Virginia Supreme Court, Virginia, United States",US,USVA,,37.5396,-77.4358,1780743,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260430013000,https://newsone.com/6858849/virginia-supreme-court-redistricting-vote-certification/
1301702806,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,JUD,SUPREME COURT,,,,,,JUD,,,1,052,052,05,1,3.5,2,1,2,-1.26582278481012,3,"Francisville, Pennsylvania, United States",US,USPA,PA101,39.9701,-75.1691,1202853,3,"Francisville, Pennsylvania, United States",US,USPA,PA101,39.9701,-75.1691,1202853,3,"Francisville, Pennsylvania, United States",US,USPA,PA101,39.9701,-75.1691,1202853,20260430013000,https://6abc.com/post/how-will-supreme-court-voting-rights-ruling-shape-future-redistricting/18999047/
1301702807,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,JUD,COUNSEL,,,,,,JUD,,,0,110,110,11,3,-2.0,2,1,2,-12,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260430013000,https://www.yahoo.com/news/articles/man-pleaded-guilty-murder-punched-005515865.html
1301702808,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,JUD,CHIEF JUSTICE,,,,,,JUD,,,1,111,111,11,3,-2.0,2,1,2,0,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20260430013000,https://www.rawstory.com/john-roberts-voting-rights-act/
1301702809,20260430,202604,2026,2026.3288,USA,NEW YORK,USA,,,,,,,,JUD,SUPREME COURT,,,,,,JUD,,,1,190,190,19,4,-10.0,10,1,10,-2.09790209790209,1,Virgin Islands,VQ,VQ,,18.3333,-64.8333,VQ,1,Virgin Islands,VQ,VQ,,18.3333,-64.8333,VQ,1,Virgin Islands,VQ,VQ,,18.3333,-64.8333,VQ,20260430013000,https://bearingarms.com/camedwards/2026/04/29/virgin-island-gun-owners-group-slams-governors-new-gun-free-zones-n1232371
1301702810,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LAB,WORKER,,,,,,LAB,,,0,051,051,05,1,3.4,8,1,4,3.03030303030303,3,"Phoenix, Arizona, United States",US,USAZ,AZ013,33.4484,-112.074,44784,3,"Phoenix, Arizona, United States",US,USAZ,AZ013,33.4484,-112.074,44784,3,"Phoenix, Arizona, United States",US,USAZ,AZ013,33.4484,-112.074,44784,20260430013000,https://www.wtae.com/article/pennsylvania-kittens-rescued-clairton/71168291
1301702811,20260430,202604,2026,2026.3288,USA,SAN DIEGO,USA,,,,,,,,LEG,LEGISLATURE,,,,,,LEG,,,0,013,013,01,1,0.4,1,1,1,-3.24825986078887,3,"Sacramento, California, United States",US,USCA,CA067,38.5816,-121.494,1659564,2,"California, United States",US,USCA,,36.17,-119.746,CA,3,"Sacramento, California, United States",US,USCA,CA067,38.5816,-121.494,1659564,20260430013000,https://nypost.com/2026/04/29/us-news/gavin-newsom-leaves-california-facing-30bn-deficit-as-state-cant-track-worker-pay/
1301702812,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,LEGISLATURE,,,,,,LEG,,,0,013,013,01,1,0.4,1,1,1,-3.24825986078887,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,3,"Sacramento, California, United States",US,USCA,CA067,38.5816,-121.494,1659564,20260430013000,https://nypost.com/2026/04/29/us-news/gavin-newsom-leaves-california-facing-30bn-deficit-as-state-cant-track-worker-pay/
1301702813,20260430,202604,2026,2026.3288,USA,LOUISIANA,USA,,,,,,,,LEG,HOUSE SPEAKER,,,,,,LEG,,,1,013,013,01,1,0.4,4,2,4,-1.60493827160494,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20260430013000,https://hot96.com/2026/04/29/analysis-us-court-ruling-clears-republican-path-to-redraw-house-districts/
1301702814,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,LEGISLATURE,,,,,,LEG,,,0,020,020,02,1,3.0,4,1,4,-3.24825986078887,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260430013000,https://nypost.com/2026/04/29/us-news/gavin-newsom-leaves-california-facing-30bn-deficit-as-state-cant-track-worker-pay/
1301702815,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,GENERAL ASSEMBLY,,,,,,LEG,,,1,040,040,04,1,1.0,2,1,2,-1.54929577464789,3,"Charlottesville, Virginia, United States",US,USVA,VA540,38.0293,-78.4767,1498463,3,"Charlottesville, Virginia, United States",US,USVA,VA540,38.0293,-78.4767,1498463,3,"Charlottesville, Virginia, United States",US,USVA,VA540,38.0293,-78.4767,1498463,20260430013000,https://www.wvtf.org/news/2026-04-29/new-marker-recalls-jeffersons-narrow-escape-from-the-british
1301702816,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,GENERAL ASSEMBLY,,,,,,LEG,,,1,040,040,04,1,1.0,2,1,2,-1.54929577464789,3,"Charlottesville, Virginia, United States",US,USVA,VA540,38.0293,-78.4767,1498463,3,"Richmond, Virginia, United States",US,USVA,VA760,37.5538,-77.4603,1499957,3,"Charlottesville, Virginia, United States",US,USVA,VA540,38.0293,-78.4767,1498463,20260430013000,https://www.wvtf.org/news/2026-04-29/new-marker-recalls-jeffersons-narrow-escape-from-the-british
1301702817,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,GENERAL ASSEMBLY,,,,,,LEG,,,1,044,044,04,1,2.5,2,1,2,-1.54929577464789,3,"Richmond, Virginia, United States",US,USVA,VA760,37.5538,-77.4603,1499957,3,"Charlottesville, Virginia, United States",US,USVA,VA540,38.0293,-78.4767,1498463,3,"Charlottesville, Virginia, United States",US,USVA,VA540,38.0293,-78.4767,1498463,20260430013000,https://www.wvtf.org/news/2026-04-29/new-marker-recalls-jeffersons-narrow-escape-from-the-british
1301702818,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,SENATE,,,,,,LEG,,,1,046,046,04,1,7.0,2,1,2,2.50368188512518,3,"Bay City, Michigan, United States",US,USMI,MI017,43.5945,-83.8889,620777,3,"Bay City, Michigan, United States",US,USMI,,43.5945,-83.8889,620777,3,"Bay City, Michigan, United States",US,USMI,,43.5945,-83.8889,620777,20260430013000,https://www.michigansthumb.com/news/article/whitmer-greene-michigan-election-22233301.php
1301702819,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,SENATE,,,,,,LEG,,,1,046,046,04,1,7.0,4,1,4,2.50368188512518,3,"Bay City, Michigan, United States",US,USMI,MI017,43.5945,-83.8889,620777,3,"Bay City, Michigan, United States",US,USMI,,43.5945,-83.8889,620777,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260430013000,https://www.michigansthumb.com/news/article/whitmer-greene-michigan-election-22233301.php
1301702820,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,SENATE,,,,,,LEG,,,1,046,046,04,1,7.0,2,1,2,2.50368188512518,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,3,"Bay City, Michigan, United States",US,USMI,,43.5945,-83.8889,620777,3,"Bay City, Michigan, United States",US,USMI,,43.5945,-83.8889,620777,20260430013000,https://www.michigansthumb.com/news/article/whitmer-greene-michigan-election-22233301.php
1301702821,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,SENATE,,,,,,LEG,,,1,090,090,09,2,-2.0,4,1,4,2.50368188512518,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260430013000,https://www.michigansthumb.com/news/article/whitmer-greene-michigan-election-22233301.php
1301702822,20260430,202604,2026,2026.3288,USA,MICHIGAN,USA,,,,,,,,LEG,SENATE,,,,,,LEG,,,1,141,141,14,3,-6.5,2,1,2,2.50368188512518,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260430013000,https://www.michigansthumb.com/news/article/whitmer-greene-michigan-election-22233301.php
1301702823,20260430,202604,2026,2026.3288,USA,MICHIGAN,USA,,,,,,,,LEG,SENATE,,,,,,LEG,,,1,141,141,14,3,-6.5,4,1,4,2.50368188512518,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,3,"Bay City, Michigan, United States",US,USMI,,43.5945,-83.8889,620777,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260430013000,https://www.michigansthumb.com/news/article/whitmer-greene-michigan-election-22233301.php
1301702824,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,SENATE,,,,,,LEG,,,1,141,141,14,3,-6.5,4,1,4,2.50368188512518,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260430013000,https://www.michigansthumb.com/news/article/whitmer-greene-michigan-election-22233301.php
1301702825,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,LEG,SENATE,,,,,,LEG,,,1,1712,171,17,4,-9.2,2,1,2,-5.17241379310345,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260430013000,https://www.rawstory.com/angie-nixon-florida-redistricting/
1301702826,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,MED,MEDIA,,,,,,MED,,,0,010,010,01,1,0.0,4,1,4,-3.60531309297912,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20260430013000,https://www.dailymail.com/news/article-15776893/democratic-candidate-stumble-basic-question-ice.html
1301702827,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,MED,JOURNALIST,,,,,,MED,,,0,013,013,01,1,0.4,4,1,4,-4.37405731523379,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260430013000,https://www.thedailybeast.com/erika-kirk-reveals-eyebrow-raising-reason-she-went-to-whca-dinner/
1301702828,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,MED,JOURNALIST,,,,,,MED,,,0,018,018,01,1,3.4,2,1,2,-4.37405731523379,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260430013000,https://www.thedailybeast.com/erika-kirk-reveals-eyebrow-raising-reason-she-went-to-whca-dinner/
1301702829,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,MED,COMMENTATOR,,,,,,MED,,,1,043,043,04,1,2.8,1,1,1,-9.7560975609756,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260430013000,https://www.rawstory.com/trump-2676832365/
1301702830,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,MED,WEBSITE,,,,,,MED,,,0,090,090,09,2,-2.0,2,1,2,-7.32673267326732,3,"Jefferson Parish, Louisiana, United States",US,USLA,LA051,29.7335,-90.1001,558027,3,"Jefferson Parish, Louisiana, United States",US,USLA,,29.7335,-90.1001,558027,3,"Jefferson Parish, Louisiana, United States",US,USLA,,29.7335,-90.1001,558027,20260430013000,https://www.knoe.com/2026/04/29/outgoing-orleans-parish-sheriff-susan-hutson-aide-indicted-malfeasance-obstruction-charges/
1301702831,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,MED,WEBSITE,,,,,,MED,,,0,090,090,09,2,-2.0,1,1,1,-7.32673267326732,3,"Jefferson Parish, Louisiana, United States",US,USLA,LA051,29.7335,-90.1001,558027,3,"Orleans Parish, Louisiana, United States",US,USLA,,30.0335,-89.9501,558113,3,"Orleans Parish, Louisiana, United States",US,USLA,,30.0335,-89.9501,558113,20260430013000,https://www.knoe.com/2026/04/29/outgoing-orleans-parish-sheriff-susan-hutson-aide-indicted-malfeasance-obstruction-charges/
1301702832,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,MED,WEBSITE,,,,,,MED,,,0,090,090,09,2,-2.0,1,1,1,-7.32673267326732,3,"Orleans Parish, Louisiana, United States",US,USLA,LA071,30.0335,-89.9501,558113,3,"Orleans Parish, Louisiana, United States",US,USLA,,30.0335,-89.9501,558113,3,"Orleans Parish, Louisiana, United States",US,USLA,,30.0335,-89.9501,558113,20260430013000,https://www.knoe.com/2026/04/29/outgoing-orleans-parish-sheriff-susan-hutson-aide-indicted-malfeasance-obstruction-charges/
1301702833,20260430,202604,2026,2026.3288,USA,THE US,USA,,,,,,,,MIL,MILITARY,,,,,,MIL,,,1,014,014,01,1,0.0,10,1,10,-5.6980056980057,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260430013000,https://ianslive.in/iran-war-raises-concerns-over-us-focus-on-china--20260430060004
1301702834,20260430,202604,2026,2026.3288,USA,VIRGINIA,USA,,,,,,,,MIL,MILITARY,,,,,,MIL,,,0,043,043,04,1,2.8,2,1,2,-4.82697817941371,4,"Iranshahr, Sistan va Baluchestan, Iran",IR,IR04,40976,27.2024,60.6848,-3067262,4,"Iranshahr, Sistan va Baluchestan, Iran",IR,IR04,40976,27.2024,60.6848,-3067262,4,"Iranshahr, Sistan va Baluchestan, Iran",IR,IR04,40976,27.2024,60.6848,-3067262,20260430013000,https://www.thehour.com/business/article/the-latest-talks-to-end-the-war-in-iran-stall-as-22231814.php
1301702835,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,MIL,PARAMILITARY ORGANIZATION,,,,,,MIL,,,1,112,112,11,3,-2.0,4,1,4,-3.60531309297912,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20260430013000,https://www.dailymail.com/news/article-15776893/democratic-candidate-stumble-basic-question-ice.html
