GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1321208150,20260902,202609,2026,2026.6630,RUS,RUSSIA,RUS,,,,,,,,GOV,PRIME MINISTER,,,,,,GOV,,,1,130,130,13,3,-4.4,6,1,6,-2.4526198439242,1,Poland,PL,PL,,52,20,PL,1,Poland,PL,PL,,52,20,PL,1,Poland,PL,PL,,52,20,PL,20260903013000,https://www.dailymail.com/news/article-16100689/Kemi-vows-slash-benefits-boost-defence-pressure-Burnham.html
1321208151,20260902,202609,2026,2026.6630,RUS,RUSSIA,RUS,,,,,,,,GOV,PRIME MINISTER,,,,,,GOV,,,1,130,130,13,3,-4.4,4,1,4,-2.4526198439242,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260903013000,https://www.dailymail.com/news/article-16100689/Kemi-vows-slash-benefits-boost-defence-pressure-Burnham.html
1321208152,20260902,202609,2026,2026.6630,RUS,RUSSIA,RUS,,,,,,,,MIL,ARMED FORCES,,,,,,MIL,,,0,130,130,13,3,-4.4,8,1,8,-2.4526198439242,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,1,United Kingdom,UK,UK,,54,-4,UK,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260903013000,https://www.dailymail.com/news/article-16100689/Kemi-vows-slash-benefits-boost-defence-pressure-Burnham.html
1321208153,20260902,202609,2026,2026.6630,RUS,RUSSIA,RUS,,,,,,,,MIL,ARMED FORCES,,,,,,MIL,,,0,130,130,13,3,-4.4,1,1,1,-2.4526198439242,1,United Kingdom,UK,UK,,54,-4,UK,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,1,United Kingdom,UK,UK,,54,-4,UK,20260903013000,https://www.dailymail.com/news/article-16100689/Kemi-vows-slash-benefits-boost-defence-pressure-Burnham.html
1321208154,20260902,202609,2026,2026.6630,RUS,RUSSIA,RUS,,,,,,,,MIL,ARMED FORCES,,,,,,MIL,,,0,130,130,13,3,-4.4,1,1,1,-2.4526198439242,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260903013000,https://www.dailymail.com/news/article-16100689/Kemi-vows-slash-benefits-boost-defence-pressure-Burnham.html
1321208155,20260903,202609,2026,2026.6658,,,,,,,,,,,AUS,VICTORIA,AUS,,,,,,,,0,043,043,04,1,2.8,10,1,10,-6.71462829736211,0,,,,,,,,4,"Warrnambool, Victoria, Australia",AS,AS07,5423,-38.3818,142.488,-1608145,4,"Warrnambool, Victoria, Australia",AS,AS07,5423,-38.3818,142.488,-1608145,20260903013000,https://www.standard.net.au/story/9342434/warrnambool-burnout-driver-accused-of-nearly-hitting-mother-son/
1321208156,20260903,202609,2026,2026.6658,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,112,112,11,3,-2.0,4,1,4,-6.71462829736211,0,,,,,,,,4,"Warrnambool, Victoria, Australia",AS,AS07,5423,-38.3818,142.488,-1608145,4,"Warrnambool, Victoria, Australia",AS,AS07,5423,-38.3818,142.488,-1608145,20260903013000,https://www.standard.net.au/story/9342434/warrnambool-burnout-driver-accused-of-nearly-hitting-mother-son/
1321208157,20260903,202609,2026,2026.6658,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,171,171,17,4,-9.2,2,1,2,-9.0909090909091,0,,,,,,,,4,"Mount Sugarloaf, Queensland, Australia",AS,AS04,154666,-23.8667,151.1,11366847,4,"Mount Sugarloaf, Queensland, Australia",AS,AS04,154666,-23.8667,151.1,11366847,20260903013000,https://www.dailymail.com/news/article-16100951/Innocent-Sydney-tradie-shot-dead-bungling-gangsters-kill-wrong-man-second-time-week.html
1321208158,20260903,202609,2026,2026.6658,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,190,190,19,4,-10.0,4,1,4,-9.0909090909091,0,,,,,,,,4,"Mount Sugarloaf, Queensland, Australia",AS,AS04,154666,-23.8667,151.1,11366847,4,"Mount Sugarloaf, Queensland, Australia",AS,AS04,154666,-23.8667,151.1,11366847,20260903013000,https://www.dailymail.com/news/article-16100951/Innocent-Sydney-tradie-shot-dead-bungling-gangsters-kill-wrong-man-second-time-week.html
1321208159,20260903,202609,2026,2026.6658,,,,,,,,,,,BEL,GHENT,BEL,,,,,,,,1,043,043,04,1,2.8,10,1,10,1.13421550094518,0,,,,,,,,1,Belgium,BE,BE,,50.833333,4,BE,1,Belgium,BE,BE,,50.833333,4,BE,20260903013000,https://www.thehindu.com/life-and-style/art-against-addiction-new-mural-in-byappanahalli-addresses-drug-issue/article71419511.ece
1321208160,20260903,202609,2026,2026.6658,,,,,,,,,,,BLZLEG,BELIZE,BLZ,,,,,LEG,,,1,020,020,02,1,3.0,1,1,1,-3.3457249070632,0,,,,,,,,1,Belize,BH,BH,,17.25,-88.75,BH,1,Belize,BH,BH,,17.25,-88.75,BH,20260903013000,https://www.greaterbelize.com/can-your-political-leaders-really-relate-to-your-struggle-to-make-ends-meet/
1321208161,20260903,202609,2026,2026.6658,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,036,036,03,1,4.0,10,1,10,0,0,,,,,,,,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260903013000,https://www.marinecorpstimes.com/news/pentagon-congress/2026/09/03/va-said-electronic-health-record-modernization-would-cost-10-billion-now-its-48-billion/
1321208162,20260903,202609,2026,2026.6658,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,051,051,05,1,3.4,10,1,10,4.08163265306122,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260903013000,https://www.energy-pedia.com/news/brazil/bp-welcomes-shell-into-exploration-prospects-in-brazil-and-gulf-of-america-205172
1321208163,20260903,202609,2026,2026.6658,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,020,020,02,1,3.0,4,1,4,-4.81481481481482,0,,,,,,,,4,"Lorneville, Ontario, Canada",CA,CA08,12659,44.4167,-79,-568301,4,"Lorneville, Ontario, Canada",CA,CA08,12659,44.4167,-79,-568301,20260903013000,https://www.cbc.ca/news/canada/new-brunswick/murder-accessories-after-fact-allan-lee-saint-john-stephen-martin-jeep-9.7329219
1321208164,20260903,202609,2026,2026.6658,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,043,043,04,1,2.8,2,1,2,-4.81481481481482,0,,,,,,,,4,"Lorneville, Ontario, Canada",CA,CA08,12659,44.4167,-79,-568301,4,"Lorneville, Ontario, Canada",CA,CA08,12659,44.4167,-79,-568301,20260903013000,https://www.cbc.ca/news/canada/new-brunswick/murder-accessories-after-fact-allan-lee-saint-john-stephen-martin-jeep-9.7329219
1321208165,20260903,202609,2026,2026.6658,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,110,110,11,3,-2.0,4,1,4,-4.81481481481482,0,,,,,,,,4,"Lorneville, Ontario, Canada",CA,CA08,12659,44.4167,-79,-568301,4,"Lorneville, Ontario, Canada",CA,CA08,12659,44.4167,-79,-568301,20260903013000,https://www.cbc.ca/news/canada/new-brunswick/murder-accessories-after-fact-allan-lee-saint-john-stephen-martin-jeep-9.7329219
1321208166,20260903,202609,2026,2026.6658,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,190,190,19,4,-10.0,4,1,4,-4.81481481481482,0,,,,,,,,4,"Lorneville, Ontario, Canada",CA,CA08,12659,44.4167,-79,-568301,4,"Lorneville, Ontario, Canada",CA,CA08,12659,44.4167,-79,-568301,20260903013000,https://www.cbc.ca/news/canada/new-brunswick/murder-accessories-after-fact-allan-lee-saint-john-stephen-martin-jeep-9.7329219
1321208167,20260903,202609,2026,2026.6658,,,,,,,,,,,CANCVL,ONTARIO,CAN,,,,,CVL,,,1,015,015,01,1,0.0,10,1,10,-5.07614213197969,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260903013000,https://www.brightontoday.ca/2026/09/02/southern-ontario-hunter-fined-1500-for-deer-tag-violation/
1321208168,20260903,202609,2026,2026.6658,,,,,,,,,,,CANCVL,ONTARIO,CAN,,,,,CVL,,,1,172,172,17,4,-5.0,10,1,10,-5.07614213197969,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260903013000,https://www.brightontoday.ca/2026/09/02/southern-ontario-hunter-fined-1500-for-deer-tag-violation/
1321208169,20260903,202609,2026,2026.6658,,,,,,,,,,,CHN,WUHAN,CHN,,,,,,,,0,010,010,01,1,0.0,6,1,6,-2.71646859083192,0,,,,,,,,4,"Wuhan, Hubei, China",CH,CH12,13124,30.5833,114.267,-1930776,4,"Wuhan, Hubei, China",CH,CH12,13124,30.5833,114.267,-1930776,20260903013000,https://townhall.com/news/scott-mcclallen/2026/09/02/american-citizen-sentenced-to-two-years-for-spying-on-us-for-china-n2682385
1321208170,20260903,202609,2026,2026.6658,,,,,,,,,,,CHN,BEIJING,CHN,,,,,,,,0,040,040,04,1,1.0,6,1,6,0.61274509803922,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260903013000,https://www.theepochtimes.com/china/trump-says-china-relatively-inactive-on-iran-as-xi-pezeshkian-hold-brief-talks-6082742
1321208171,20260903,202609,2026,2026.6658,,,,,,,,,,,CHN,CHINESE,CHN,,,,,,,,0,060,060,06,2,6.0,6,1,6,-2.71646859083192,0,,,,,,,,4,"Wuhan, Hubei, China",CH,CH12,13124,30.5833,114.267,-1930776,4,"Wuhan, Hubei, China",CH,CH12,13124,30.5833,114.267,-1930776,20260903013000,https://townhall.com/news/scott-mcclallen/2026/09/02/american-citizen-sentenced-to-two-years-for-spying-on-us-for-china-n2682385
1321208172,20260903,202609,2026,2026.6658,,,,,,,,,,,COP,DETECTIVE,,,,,,COP,,,0,020,020,02,1,3.0,3,1,3,-4.07470288624787,0,,,,,,,,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260903013000,https://www.ocregister.com/2026/09/02/woman-sent-to-prison-for-slaying-wife-a-cal-fire-captain-in-ramona/
1321208173,20260903,202609,2026,2026.6658,,,,,,,,,,,COP,DEPUTY,,,,,,COP,,,1,040,040,04,1,1.0,3,1,3,-4,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260903013000,https://www.postcourier.com.pg/pm-marape-us-deputy-secretary-landau-discuss-energy-investment-and-visa-charges/
1321208174,20260903,202609,2026,2026.6658,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,042,042,04,1,1.9,6,1,6,-9.0909090909091,0,,,,,,,,4,"Merrylands, New South Wales, Australia",AS,AS02,5066,-33.8333,150.983,-1587107,4,"Merrylands, New South Wales, Australia",AS,AS02,5066,-33.8333,150.983,-1587107,20260903013000,https://www.dailymail.com/news/article-16100951/Innocent-Sydney-tradie-shot-dead-bungling-gangsters-kill-wrong-man-second-time-week.html
1321208175,20260903,202609,2026,2026.6658,,,,,,,,,,,COPLAB,POLICE,,,,,,COP,LAB,,1,112,112,11,3,-2.0,20,1,10,-4.88372093023256,0,,,,,,,,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260903013000,https://www.wjcl.com/article/savannah-police-employees-face-flock-misuse-charges-as-records-expose-reprimand-and-prehire-arrests/73596613
1321208176,20260903,202609,2026,2026.6658,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,020,020,02,1,3.0,10,1,10,-4.88372093023256,0,,,,,,,,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260903013000,https://www.wjcl.com/article/savannah-police-employees-face-flock-misuse-charges-as-records-expose-reprimand-and-prehire-arrests/73596613
1321208177,20260903,202609,2026,2026.6658,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,036,036,03,1,4.0,10,1,10,13.4868421052632,0,,,,,,,,3,"Leonardtown, Maryland, United States",US,USMD,MD037,38.2912,-76.6358,594790,3,"Leonardtown, Maryland, United States",US,USMD,MD037,38.2912,-76.6358,594790,20260903013000,https://country1029wkik.com/local-news/cb3febf3cf32910eaff8b595c8b28917
1321208178,20260903,202609,2026,2026.6658,,,,,,,,,,,CVL,VILLAGE,,,,,,CVL,,,1,040,040,04,1,1.0,6,1,6,-2.21843003412969,0,,,,,,,,2,"Oklahoma, United States",US,USOK,,35.5376,-96.9247,OK,2,"Oklahoma, United States",US,USOK,,35.5376,-96.9247,OK,20260903013000,https://www.wpbf.com/article/florida-indiantown-village-manager-fired-data-centers/73597754
1321208179,20260903,202609,2026,2026.6658,,,,,,,,,,,CVL,POPULATION,,,,,,CVL,,,0,042,042,04,1,1.9,1,1,1,-4.35428005937655,0,,,,,,,,4,"Hule Chacho, UsulutáET, El Salvador",ES,ES14,15817,13.3667,-88.5333,-1145948,4,"Hule Chacho, UsulutáET, El Salvador",ES,ES14,15817,13.3667,-88.5333,-1145948,20260903013000,https://www.ktep.org/2026-09-02/too-young-to-be-sick-like-this
1321208180,20260903,202609,2026,2026.6658,,,,,,,,,,,CVL,POPULATION,,,,,,CVL,,,0,042,042,04,1,1.9,4,1,4,-4.35428005937655,0,,,,,,,,4,"Jiquilisco, UsulutáET, El Salvador",ES,ES14,15812,13.3167,-88.5833,-1146002,4,"Jiquilisco, UsulutáET, El Salvador",ES,ES14,15812,13.3167,-88.5833,-1146002,20260903013000,https://www.ktep.org/2026-09-02/too-young-to-be-sick-like-this
1321208181,20260903,202609,2026,2026.6658,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,061,061,06,2,6.4,20,2,20,0.89919069242358,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260903013000,https://www.kpax.com/news/local-news/city-of-missoula-rolls-out-its-updated-reserve-to-scott-master-plan-during-third-and-final-open-house
1321208182,20260903,202609,2026,2026.6658,,,,,,,,,,,DEUEDU,HANOVER,DEU,,,,,EDU,,,0,036,036,03,1,4.0,10,1,10,-0.17482517482518,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260903013000,https://www.cbc.ca/news/canada/manitoba/hanover-division-health-care-privacy-9.7330291
1321208183,20260903,202609,2026,2026.6658,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,042,042,04,1,1.9,5,1,5,-2.08078335373317,0,,,,,,,,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260903013000,https://www.capradio.org/articles/2026/09/02/california-schools-can-lose-local-control-to-state-heres-how-the-law-works/
1321208184,20260903,202609,2026,2026.6658,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,112,112,11,3,-2.0,2,1,2,-5.67951318458418,0,,,,,,,,3,"Mangonia Park, Florida, United States",US,USFL,,26.7603,-80.0737,286375,3,"Mangonia Park, Florida, United States",US,USFL,,26.7603,-80.0737,286375,20260903013000,https://www.wpbf.com/article/florida-indian-river-county-schools-viral-cat-in-the-hat-trend/73596904
1321208185,20260903,202609,2026,2026.6658,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,130,130,13,3,-4.4,6,1,6,2.82861896838602,0,,,,,,,,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20260903013000,https://fox56.com/news/local/shapiro-visits-scranton-school-as-state-funding-increase-helps-restore-programs
1321208186,20260903,202609,2026,2026.6658,,,,,,,,,,,ESP,SPAIN,ESP,,,,,,,,0,173,173,17,4,-5.0,4,1,4,-14.6649810366625,0,,,,,,,,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,20260903013000,https://www.kob.com/new-mexico/fbi-led-operation-nabs-10-of-the-most-dangerous-alleged-criminals-in-rio-arriba-county/
1321208187,20260903,202609,2026,2026.6658,,,,,,,,,,,GOV,PLANNING COMMISSION,,,,,,GOV,,,1,014,014,01,1,0.0,10,1,10,-0.816326530612245,0,,,,,,,,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260903013000,https://www.claycord.com/2026/09/02/concord-planning-commission-to-discuss-proposed-7brew-drive-thru-coffee-location-on-clayton-road/
1321208188,20260903,202609,2026,2026.6658,,,,,,,,,,,GOV,PREMIER,,,,,,GOV,,,1,040,040,04,1,1.0,6,1,6,-4.70588235294118,0,,,,,,,,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20260903013000,https://www.winnipegfreepress.com/canada/2026/09/02/nova-scotia-energy-minister-resigns-over-offensive-rap-lyrics
1321208189,20260903,202609,2026,2026.6658,,,,,,,,,,,GOV,KING,,,,,,GOV,,,0,040,040,04,1,1.0,6,1,6,4.12573673870334,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260903013000,https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/us-president-donald-trump-reacts-to-prince-harry-and-meghan-markles-uk-move-says-i-wouldnt-have-taken-them-back/articleshow/133722716.cms
1321208190,20260903,202609,2026,2026.6658,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,130,130,13,3,-4.4,8,1,8,-2.71646859083192,0,,,,,,,,4,"Wuhan, Hubei, China",CH,CH12,13124,30.5833,114.267,-1930776,4,"Wuhan, Hubei, China",CH,CH12,13124,30.5833,114.267,-1930776,20260903013000,https://townhall.com/news/scott-mcclallen/2026/09/02/american-citizen-sentenced-to-two-years-for-spying-on-us-for-china-n2682385
1321208191,20260903,202609,2026,2026.6658,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,130,130,13,3,-4.4,2,1,2,-2.71646859083192,0,,,,,,,,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,20260903013000,https://townhall.com/news/scott-mcclallen/2026/09/02/american-citizen-sentenced-to-two-years-for-spying-on-us-for-china-n2682385
1321208192,20260903,202609,2026,2026.6658,,,,,,,,,,,GOVGOV,GOVERNMENT,,,,,,GOV,GOV,,0,111,111,11,3,-2.0,10,1,10,-2.6235509456986,0,,,,,,,,4,"Northland, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.2833,174.75,-1514781,4,"Northland, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.2833,174.75,-1514781,20260903013000,https://waateanews.com/2026/09/03/seymour-draws-election-battle-lines-slash-bureaucracy-back-small-business-and-no-new-taxes/
1321208193,20260903,202609,2026,2026.6658,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,042,042,04,1,1.9,5,1,5,0,0,,,,,,,,4,"Kobe, Hyogo, Japan",JA,JA13,34432,34.6833,135.167,-233817,4,"Kobe, Hyogo, Japan",JA,JA13,34432,34.6833,135.167,-233817,20260903013000,https://townhall.com/news/amy-curtis/2026/09/02/mom-dies-saving-children-from-fire-n2682339
1321208194,20260903,202609,2026,2026.6658,,,,,,,,,,,HLH,PHYSICIAN,,,,,,HLH,,,0,073,073,07,2,7.4,10,1,10,-0.45871559633028,0,,,,,,,,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20260903013000,https://ventureburn.com/elucid-raises-55m-ai-cardiovascular-diagnostics/
1321208195,20260903,202609,2026,2026.6658,,,,,,,,,,,IDNBUS,INDONESIA,IDN,,,,,BUS,,,1,030,030,03,1,4.0,5,1,5,1.9559902200489,0,,,,,,,,1,Indonesia,ID,ID,,-5,120,ID,1,Indonesia,ID,ID,,-5,120,ID,20260903013000,https://www.energy-pedia.com/news/general/jadestone-energy-responds-to-statement-by-prima-energy-regarding-its-acquisition-of-205170
