GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1313992306,20250717,202507,2025,2025.5397,,,,,,,,,,,MYS,PAHANG,MYS,,,,,,,,0,192,192,19,4,-9.5,1,1,1,2.29226361031518,0,,,,,,,,4,"Pahang, Pahang, Malaysia",MY,MY06,18585,3.5321,103.462,-2402927,4,"Pahang, Pahang, Malaysia",MY,MY06,18585,3.5321,103.462,-2402927,20260717011500,https://www.thestar.com.my/news/nation/2026/07/17/tnb-smg-launch-ptf-40-to-boost-youth-energy-literacy
1313992307,20250717,202507,2025,2025.5397,,,,,,,,,,,MYS,PAHANG,MYS,,,,,,,,0,192,192,19,4,-9.5,1,1,1,2.29226361031518,0,,,,,,,,4,"Melaka, Melaka, Malaysia",MY,MY04,18585,2.196,102.241,-2403412,4,"Melaka, Melaka, Malaysia",MY,MY04,18585,2.196,102.241,-2403412,20260717011500,https://www.thestar.com.my/news/nation/2026/07/17/tnb-smg-launch-ptf-40-to-boost-youth-energy-literacy
1313992308,20250717,202507,2025,2025.5397,EDU,STUDENT,,,,,,EDU,,,MYS,PAHANG,MYS,,,,,,,,0,192,192,19,4,-9.5,4,1,4,2.29226361031518,4,"Kedah, Kelantan, Malaysia",MY,MY03,37360,5.48333,102.1,-2403052,4,"Pahang, Pahang, Malaysia",MY,MY06,18585,3.5321,103.462,-2402927,4,"Pahang, Pahang, Malaysia",MY,MY06,18585,3.5321,103.462,-2402927,20260717011500,https://www.thestar.com.my/news/nation/2026/07/17/tnb-smg-launch-ptf-40-to-boost-youth-energy-literacy
1313992309,20250717,202507,2025,2025.5397,EDU,STUDENT,,,,,,EDU,,,MYS,PAHANG,MYS,,,,,,,,0,192,192,19,4,-9.5,1,1,1,2.29226361031518,4,"Selangor, Selangor, Malaysia",MY,MY12,18585,3.35,101.25,-2405315,4,"Melaka, Melaka, Malaysia",MY,MY04,18585,2.196,102.241,-2403412,4,"Melaka, Melaka, Malaysia",MY,MY04,18585,2.196,102.241,-2403412,20260717011500,https://www.thestar.com.my/news/nation/2026/07/17/tnb-smg-launch-ptf-40-to-boost-youth-energy-literacy
1313992310,20250717,202507,2025,2025.5397,GBR,LONDON,GBR,,,,,,,,LAB,WORKER,,,,,,LAB,,,0,180,180,18,4,-9.0,4,1,4,-4.29594272076372,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260717011500,https://www.mirror.co.uk/news/uk-news/marwan-jumaa-prison-escape-manchester-37442308
1313992311,20250717,202507,2025,2025.5397,GBR,LONDON,GBR,,,,,,,,LAB,WORKER,,,,,,LAB,,,0,180,180,18,4,-9.0,1,1,1,-4.29594272076372,1,Sudan,SU,SU,,16,30,SU,1,Sudan,SU,SU,,16,30,SU,1,Sudan,SU,SU,,16,30,SU,20260717011500,https://www.mirror.co.uk/news/uk-news/marwan-jumaa-prison-escape-manchester-37442308
1313992312,20250717,202507,2025,2025.5397,USA,ARIZONA,USA,,,,,,,,BUS,SERVER,,,,,,BUS,,,1,110,110,11,3,-2.0,10,1,10,0.22123893805309,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,20260717011500,https://finance.yahoo.com/markets/stocks/articles/why-keybanc-thinks-intel-stock-135314823.html
1313992313,20260716,202607,2026,2026.5370,GOV,MINISTRY,,,,,,GOV,,,,,,,,,,,,,1,010,010,01,1,0.0,6,1,6,0,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,18585,3.16667,101.7,-2403010,0,,,,,,,,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,18585,3.16667,101.7,-2403010,20260717011500,https://www.thestar.com.my/news/nation/2026/07/17/bitter-sweet-teen-years-on-the-rise
1313992314,20260716,202607,2026,2026.5370,GOV,MINISTRY,,,,,,GOV,,,MYS,MALAYSIA,MYS,,,,,,,,1,013,013,01,1,0.4,4,1,4,0,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,18585,3.16667,101.7,-2403010,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,18585,3.16667,101.7,-2403010,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,18585,3.16667,101.7,-2403010,20260717011500,https://www.thestar.com.my/news/nation/2026/07/17/bitter-sweet-teen-years-on-the-rise
1313992315,20260717,202607,2026,2026.5397,,,,,,,,,,,AUS,MURRAY,AUS,,,,,,,,1,013,013,01,1,0.4,3,1,3,-1.05485232067511,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260717011500,https://www.thecarillon.com/local/2026/07/16/copp-chapter-prepares-to-open
