GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1300549164,20250423,202504,2025,2025.3096,CHN,CHINA,CHN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,061,061,06,2,6.4,2,1,2,-2.06422018348624,1,China,CH,CH,,35,105,CH,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,1,China,CH,CH,,35,105,CH,20260423000000,https://observer.com/2026/04/23andme-founder-anne-wojcicki-nonprofit-mission/
1300549165,20250423,202504,2025,2025.3096,COP,PRISON,,,,,,COP,,,,,,,,,,,,,0,043,043,04,1,2.8,3,1,3,-5.78871201157742,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,0,,,,,,,,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260423000000,https://www.whmi.com/news/fox/idaho-murders-new-book-kohberger-reveals-previously-unseen-evidence-claims-sheath-could-be-inadmissible
1300549166,20250423,202504,2025,2025.3096,COP,PRISON,,,,,,COP,,,,,,,,,,,,,1,173,173,17,4,-5.0,6,1,6,-10.7558139534884,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,0,,,,,,,,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260423000000,https://www.breitbart.com/politics/2026/04/22/illegal-alien-sentenced-3-years-in-prison-for-stealing-kristi-noems-purse/
1300549167,20250423,202504,2025,2025.3096,COP,PRISON,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,0,043,043,04,1,2.8,1,1,1,-5.78871201157742,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260423000000,https://www.whmi.com/news/fox/idaho-murders-new-book-kohberger-reveals-previously-unseen-evidence-claims-sheath-could-be-inadmissible
1300549168,20250423,202504,2025,2025.3096,COP,PRISON,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-10.7558139534884,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,3,"Orlando International Airport, Florida, United States",US,USFL,,28.431,-81.3077,309784,20260423000000,https://www.breitbart.com/politics/2026/04/22/illegal-alien-sentenced-3-years-in-prison-for-stealing-kristi-noems-purse/
1300549169,20250423,202504,2025,2025.3096,COP,PRISON,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-10.7558139534884,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260423000000,https://www.breitbart.com/politics/2026/04/22/illegal-alien-sentenced-3-years-in-prison-for-stealing-kristi-noems-purse/
1300549170,20250423,202504,2025,2025.3096,COPGOV,DEPUTY,,,,,,COP,GOV,,COP,DEPUTY,,,,,,COP,,,0,112,112,11,3,-2.0,10,1,10,-7.45156482861401,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260423000000,https://www.kkco11news.com/2026/04/22/immigration-officer-is-charged-with-assault-after-protest-outside-colorado-ice-facility-da-says/
1300549171,20250423,202504,2025,2025.3096,EDUGOV,UNIVERSITY,,,,,,EDU,GOV,,EDU,UNIVERSITY,,,,,,EDU,,,1,010,010,01,1,0.0,10,1,10,0.41580041580041,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260423000000,https://www.ijpr.org/politics-government/2026-04-22/simpson-university-seeks-10-million-in-county-funds-to-kickstart-a-medical-school-in-redding
1300549172,20250423,202504,2025,2025.3096,EDUGOV,UNIVERSITY,,,,,,EDU,GOV,,EDU,UNIVERSITY,,,,,,EDU,,,1,020,020,02,1,3.0,10,1,10,0.41580041580041,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260423000000,https://www.ijpr.org/politics-government/2026-04-22/simpson-university-seeks-10-million-in-county-funds-to-kickstart-a-medical-school-in-redding
1300549173,20250423,202504,2025,2025.3096,GBR,WELSH,GBR,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,3,1,3,-0.82644628099174,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,0,,,,,,,,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20260423000000,https://www.wellandtribune.ca/thestar/politics/political-opinion/longevity-only-goes-so-far-if-you-come-up-short-financially/article_d650a604-f8e7-5b6b-9cfe-7236b1400a7f.html
1300549174,20250423,202504,2025,2025.3096,GBR,WELSH,GBR,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,043,043,04,1,2.8,2,1,2,-0.82644628099174,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20260423000000,https://www.wellandtribune.ca/thestar/politics/political-opinion/longevity-only-goes-so-far-if-you-come-up-short-financially/article_d650a604-f8e7-5b6b-9cfe-7236b1400a7f.html
1300549175,20250423,202504,2025,2025.3096,GOV,PRESIDENT,,,,,,GOV,,,MIL,MILITARY PERSONNEL,,,,,,MIL,,,1,190,190,19,4,-10.0,6,1,6,-2.27272727272727,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260423000000,https://www.spacewar.com/afp/260422220151.j6kamxqo.html
1300549176,20250423,202504,2025,2025.3096,IRNGOV,IRAN,IRN,,,,,GOV,,,MIL,MILITARY PERSONNEL,,,,,,MIL,,,1,190,190,19,4,-10.0,2,1,2,-2.27272727272727,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260423000000,https://www.spacewar.com/afp/260422220151.j6kamxqo.html
1300549177,20250423,202504,2025,2025.3096,JUD,PROSECUTOR,,,,,,JUD,,,,,,,,,,,,,1,193,193,19,4,-10.0,6,1,6,-11.5044247787611,3,"Cincinnati, Ohio, United States",US,USOH,OH061,39.162,-84.4569,1066650,0,,,,,,,,3,"Cincinnati, Ohio, United States",US,USOH,OH061,39.162,-84.4569,1066650,20260423000000,https://local12.com/news/local/judge-denies-bond-reduction-cincinnati-mother-accused-shooting-12-year-old-son-attempted-murder-felonious-assault-briasha-stroud-od-overdose-jail-prison-bond-ohio
1300549178,20250423,202504,2025,2025.3096,JUD,PROSECUTOR,,,,,,JUD,,,USA,UNITED STATES,USA,,,,,,,,1,193,193,19,4,-10.0,4,1,4,-11.5044247787611,3,"Cincinnati, Ohio, United States",US,USOH,OH061,39.162,-84.4569,1066650,3,"Cincinnati, Ohio, United States",US,USOH,OH061,39.162,-84.4569,1066650,3,"Cincinnati, Ohio, United States",US,USOH,OH061,39.162,-84.4569,1066650,20260423000000,https://local12.com/news/local/judge-denies-bond-reduction-cincinnati-mother-accused-shooting-12-year-old-son-attempted-murder-felonious-assault-briasha-stroud-od-overdose-jail-prison-bond-ohio
1300549179,20250423,202504,2025,2025.3096,LEG,SENATOR,,,,,,LEG,,,GOV,ADMINISTRATION,,,,,,GOV,,,1,100,100,10,3,-5.0,10,1,10,2.54777070063694,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20260423000000,https://www.cpapracticeadvisor.com/2026/04/22/senators-say-social-security-owes-millions-of-recipients-back-pay/182053/
1300549180,20250423,202504,2025,2025.3096,MIL,MILITARY,,,,,,MIL,,,,,,,,,,,,,1,111,111,11,3,-2.0,6,1,6,0.79840319361277,1,United States,US,US,,39.828175,-98.5795,US,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,20260423000000,https://www.dailyitem.com/news/lewisburg-purple-heart-memorial-to-be-moved-to-mifflinburg/article_24a6cbff-c31e-4564-8188-f6cc3eb1a7de.html
1300549181,20250423,202504,2025,2025.3096,USA,UNITED STATES,USA,,,,,,,,COP,PRISON,,,,,,COP,,,0,042,042,04,1,1.9,1,1,1,-5.78871201157742,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260423000000,https://www.whmi.com/news/fox/idaho-murders-new-book-kohberger-reveals-previously-unseen-evidence-claims-sheath-could-be-inadmissible
1300549182,20250423,202504,2025,2025.3096,USA,UNITED STATES,USA,,,,,,,,MIL,MILITARY,,,,,,MIL,,,1,111,111,11,3,-2.0,4,1,4,0.79840319361277,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260423000000,https://www.dailyitem.com/news/lewisburg-purple-heart-memorial-to-be-moved-to-mifflinburg/article_24a6cbff-c31e-4564-8188-f6cc3eb1a7de.html
1300549183,20250423,202504,2025,2025.3096,USAJUD,OKLAHOMA,USA,,,,,JUD,,,EDU,SCHOOL,,,,,,EDU,,,0,071,071,07,2,7.4,6,1,6,0.27210884353741,2,"Oklahoma, United States",US,USOK,,35.5376,-96.9247,OK,2,"Oklahoma, United States",US,USOK,,35.5376,-96.9247,OK,2,"Oklahoma, United States",US,USOK,,35.5376,-96.9247,OK,20260423000000,https://www.kten.com/news/oklahoma-headlines/what-to-know-about-the-ten-commandments-going-up-in-public-school-classrooms/article_d1ecada8-9ec2-5795-a95a-bf3a5ba3a594.html
1300549184,20260324,202603,2026,2026.2301,CHL,CHILE,CHL,,,,,,,,COP,PRISON,,,,,,COP,,,1,173,173,17,4,-5.0,5,1,5,-10.7558139534884,1,Chile,CI,CI,,-30,-71,CI,1,Chile,CI,CI,,-30,-71,CI,1,Chile,CI,CI,,-30,-71,CI,20260423000000,https://www.breitbart.com/politics/2026/04/22/illegal-alien-sentenced-3-years-in-prison-for-stealing-kristi-noems-purse/
1300549185,20260324,202603,2026,2026.2301,GBR,UNITED KINGDOM,GBR,,,,,,,,,,,,,,,,,,1,172,172,17,4,-5.0,6,1,6,-1.76767676767676,5,"North Yorkshire, North Yorkshire, United Kingdom",UK,UKJ7,40123,54.1667,-1.5,-2604430,0,,,,,,,,5,"North Yorkshire, North Yorkshire, United Kingdom",UK,UKJ7,40123,54.1667,-1.5,-2604430,20260423000000,https://www.kidderminstershuttle.co.uk/news/national/26045522.banning-campervans-motorhomes-beauty-spots-short-sighted/
1300549186,20260324,202603,2026,2026.2301,GBR,UNITED KINGDOM,GBR,,,,,,,,,,,,,,,,,,1,172,172,17,4,-5.0,40,5,40,-1.76767676767676,4,"Yorkshire, North Yorkshire, United Kingdom",UK,UKJ7,40123,54,-1.5,-2612324,0,,,,,,,,4,"Yorkshire, North Yorkshire, United Kingdom",UK,UKJ7,40123,54,-1.5,-2612324,20260423000000,https://www.maldonandburnhamstandard.co.uk/news/national/26045522.banning-campervans-motorhomes-beauty-spots-short-sighted/
1300549187,20260324,202603,2026,2026.2301,HUN,BUDAPEST,HUN,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,0,040,040,04,1,1.0,2,1,2,-3.08098591549295,4,"Budapest, Budapest, Hungary",HU,HU05,17514,47.5,19.0833,-850553,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Budapest, Budapest, Hungary",HU,HU05,17514,47.5,19.0833,-850553,20260423000000,https://foreignpolicy.com/2026/04/22/ukraine-druzhba-pipeline-reopens-hungary-drops-veto-european-union-loan/?tpcc=recirc_trending062921
1300549188,20260324,202603,2026,2026.2301,ISR,ISRAELI,ISR,,,,,,,,MED,JOURNALIST,,,,,,MED,,,0,190,190,19,4,-10.0,8,1,8,-6.27062706270627,1,Israel,IS,IS,,31.5,34.75,IS,4,"Haddatha, Nabatî, Lebanon",LE,LE07,18314,33.1653,35.39,-803520,1,Israel,IS,IS,,31.5,34.75,IS,20260423000000,https://island.lk/israeli-attacks-on-lebanon-kill-at-least-five-people-including-journalist/
1300549189,20260324,202603,2026,2026.2301,ISR,ISRAEL,ISR,,,,,,,,MED,JOURNALIST,,,,,,MED,,,0,190,190,19,4,-10.0,2,1,2,-6.27062706270627,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260423000000,https://island.lk/israeli-attacks-on-lebanon-kill-at-least-five-people-including-journalist/
1300549190,20260324,202603,2026,2026.2301,JUD,ATTORNEY,,,,,,JUD,,,LEG,LAWMAKER,,,,,,LEG,,,0,013,013,01,1,0.4,8,1,8,-0.87390761548065,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,20260423000000,https://www.winnipegfreepress.com/world/2026/04/22/groups-sue-alaska-election-officials-allege-the-sharing-of-voter-data-with-doj-was-unconstitutional
1300549191,20260324,202603,2026,2026.2301,UKR,UKRAINE,UKR,,,,,,,,HUN,BUDAPEST,HUN,,,,,,,,0,040,040,04,1,1.0,2,1,2,-3.08098591549295,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Budapest, Budapest, Hungary",HU,HU05,17514,47.5,19.0833,-850553,4,"Budapest, Budapest, Hungary",HU,HU05,17514,47.5,19.0833,-850553,20260423000000,https://foreignpolicy.com/2026/04/22/ukraine-druzhba-pipeline-reopens-hungary-drops-veto-european-union-loan/?tpcc=recirc_trending062921
1300549192,20260324,202603,2026,2026.2301,USA,ALASKA,USA,,,,,,,,LEG,LAWMAKER,,,,,,LEG,,,0,030,030,03,1,4.0,8,1,8,-0.87390761548065,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,20260423000000,https://www.winnipegfreepress.com/world/2026/04/22/groups-sue-alaska-election-officials-allege-the-sharing-of-voter-data-with-doj-was-unconstitutional
1300549193,20260416,202604,2026,2026.2904,BUS,BUSINESS,,,,,,BUS,,,USA,WASHINGTON,USA,,,,,,,,1,010,010,01,1,0.0,3,1,3,-2.06422018348624,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260423000000,https://observer.com/2026/04/23andme-founder-anne-wojcicki-nonprofit-mission/
1300549194,20260416,202604,2026,2026.2904,BUS,BUSINESS,,,,,,BUS,,,USA,WASHINGTON,USA,,,,,,,,1,013,013,01,1,0.4,3,1,3,-2.06422018348624,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260423000000,https://observer.com/2026/04/23andme-founder-anne-wojcicki-nonprofit-mission/
1300549195,20260416,202604,2026,2026.2904,GBR,UNITED KINGDOM,GBR,,,,,,,,LEG,LAWMAKER,,,,,,LEG,,,1,040,040,04,1,1.0,4,1,4,-4.45344129554656,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260423000000,https://www.channelnewsasia.com/world/uk-starmer-mandelson-epstein-resign-prime-minister-us-envoy-6074311
1300549196,20260416,202604,2026,2026.2904,GBRELI,UNITED KINGDOM,GBR,,,,,ELI,,,,,,,,,,,,,0,040,040,04,1,1.0,12,6,12,-2.1598272138229,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,0,,,,,,,,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260423000000,https://www.newsandstar.co.uk/news/national/26045518.senior-civil-servant-faces-mandelson-questions-mps-amid-cabinet-divisions/
1300549197,20260416,202604,2026,2026.2904,LEG,LAWMAKER,,,,,,LEG,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,040,040,04,1,1.0,4,1,4,-4.45344129554656,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260423000000,https://www.channelnewsasia.com/world/uk-starmer-mandelson-epstein-resign-prime-minister-us-envoy-6074311
1300549198,20260416,202604,2026,2026.2904,PER,PERU,PER,,,,,,,,USAGOV,THE US,USA,,,,,GOV,,,0,130,130,13,3,-4.4,2,1,2,-5.66801619433198,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,20260423000000,https://www.thedigitalcourier.com/news/national/top-peru-ministers-quit-in-protest-over-stalled-us-fighter-jet-deal/article_add6612e-f5f7-527a-b225-28f0a56c812e.html
1300549199,20260416,202604,2026,2026.2904,PER,PERU,PER,,,,,,,,USAGOV,THE US,USA,,,,,GOV,,,0,138,138,13,3,-7.0,2,1,2,-5.66801619433198,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,20260423000000,https://www.thedigitalcourier.com/news/national/top-peru-ministers-quit-in-protest-over-stalled-us-fighter-jet-deal/article_add6612e-f5f7-527a-b225-28f0a56c812e.html
1300549200,20260416,202604,2026,2026.2904,SPY,INTELLIGENCE,,,,,,SPY,,,LEG,LAWMAKER,,,,,,LEG,,,0,010,010,01,1,0.0,3,1,3,-5.71428571428571,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260423000000,https://foreignpolicy.com/2026/04/22/what-happens-if-us-iran-cease-fire-collapses-trump-hormuz/?tpcc=recirc_trending062921
1300549201,20260416,202604,2026,2026.2904,SPY,INTELLIGENCE,,,,,,SPY,,,LEG,LAWMAKER,,,,,,LEG,,,0,013,013,01,1,0.4,2,1,2,-5.71428571428571,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260423000000,https://foreignpolicy.com/2026/04/22/what-happens-if-us-iran-cease-fire-collapses-trump-hormuz/?tpcc=recirc_trending062921
1300549202,20260416,202604,2026,2026.2904,USA,WASHINGTON,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,071,071,07,2,7.4,6,1,6,2.16998191681736,3,"Presque Isle, Maine, United States",US,USME,ME003,46.6812,-68.0159,573790,3,"Presque Isle, Maine, United States",US,USME,,46.6812,-68.0159,573790,3,"Presque Isle, Maine, United States",US,USME,,46.6812,-68.0159,573790,20260423000000,https://www.bangordailynews.com/2026/04/22/aroostook/aroostook-education/farm-to-school-grant-wabanaki/
1300549203,20260416,202604,2026,2026.2904,USAGOV,THE US,USA,,,,,GOV,,,PER,PERU,PER,,,,,,,,0,130,130,13,3,-4.4,8,1,8,-5.66801619433198,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,20260423000000,https://www.thedigitalcourier.com/news/national/top-peru-ministers-quit-in-protest-over-stalled-us-fighter-jet-deal/article_add6612e-f5f7-527a-b225-28f0a56c812e.html
