GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1322785714,20260913,202609,2026,2026.6932,,,,,,,,,,,NPL,NEPAL,NPL,,,,,,,,1,036,036,03,1,4.0,8,1,8,-2.13675213675214,0,,,,,,,,4,"Kathmandu, Bagmati, Nepal",NP,NP01,22353,27.7167,85.3167,-1022136,4,"Kathmandu, Bagmati, Nepal",NP,NP01,22353,27.7167,85.3167,-1022136,20260913010000,https://www.thestar.com.my/news/nation/2026/09/13/talks-underway-on-dna-matching
1322785715,20260913,202609,2026,2026.6932,,,,,,,,,,,NPL,NEPAL,NPL,,,,,,,,1,036,036,03,1,4.0,2,1,2,-2.13675213675214,0,,,,,,,,4,"Kathmandu, Bagmati, Nepal",NP,NP01,22353,27.7167,85.3167,-1022136,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,18585,3.16667,101.7,-2403010,20260913010000,https://www.thestar.com.my/news/nation/2026/09/13/talks-underway-on-dna-matching
1322785716,20260913,202609,2026,2026.6932,,,,,,,,,,,NZL,NEW ZEALAND,NZL,,,,,,,,0,0874,087,08,2,10.0,2,1,2,-0.0800000000000001,0,,,,,,,,4,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,4,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,20260913010000,https://www.wellingtontimes.com.au/story/9348166/how-a-banned-town-norman-lindsays-creswick-reinvented-itself/
1322785717,20260913,202609,2026,2026.6932,,,,,,,,,,,NZL,NEW ZEALAND,NZL,,,,,,,,1,190,190,19,4,-10.0,1,1,1,-0.0800000000000001,0,,,,,,,,4,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,4,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,20260913010000,https://www.wellingtontimes.com.au/story/9348166/how-a-banned-town-norman-lindsays-creswick-reinvented-itself/
1322785718,20260913,202609,2026,2026.6932,,,,,,,,,,,NZL,NEW ZEALAND,NZL,,,,,,,,1,190,190,19,4,-10.0,1,1,1,-0.0800000000000001,0,,,,,,,,4,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,4,"Daylesford, Victoria, Australia",AS,AS07,5382,-37.3411,144.143,-1569176,20260913010000,https://www.wellingtontimes.com.au/story/9348166/how-a-banned-town-norman-lindsays-creswick-reinvented-itself/
1322785719,20260913,202609,2026,2026.6932,,,,,,,,,,,REB,REBEL,,,,,,REB,,,1,084,084,08,2,7.0,4,1,4,0.49140049140049,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260913010000,https://wifc.com/2026/09/12/rebel-wilsons-new-film-celebrates-girl-power-after-setback-in-directorial-debut/
1322785720,20260913,202609,2026,2026.6932,,,,,,,,,,,UIS,MEMBER NATION,,,,,,UIS,,,1,057,057,05,1,8.0,4,1,4,3.27421555252387,0,,,,,,,,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,20260913010000,http://global.chinadaily.com.cn/a/202609/13/WS6aa5da69e4b06d4aa055dbf9.html
1322785721,20260913,202609,2026,2026.6932,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,020,020,02,1,3.0,4,1,4,-0.367647058823531,0,,,,,,,,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260913010000,https://www.nbcsandiego.com/news/national-international/police-arrests-tasia-fortune-death-mississippi/4072924/
1322785722,20260913,202609,2026,2026.6932,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,020,020,02,1,3.0,4,1,4,-4.70957613814757,0,,,,,,,,3,"Fort Wayne, Indiana, United States",US,USIN,,41.1306,-85.1289,434689,3,"Fort Wayne, Indiana, United States",US,USIN,,41.1306,-85.1289,434689,20260913010000,https://bearingarms.com/tomknighton/2026/09/12/indiana-man-arrested-after-killing-suspected-thief-n1233774
1322785723,20260913,202609,2026,2026.6932,,,,,,,,,,,USA,THE US,USA,,,,,,,,0,036,036,03,1,4.0,5,1,5,1.48571428571429,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260913010000,https://www.thedailymeal.com/2255018/grocery-store-best-stew-meat/
