GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1289681940,20250218,202502,2025,2025.1315,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,0,040,040,04,1,1.0,6,1,6,1.04302477183833,0,,,,,,,,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,20260218000000,"http://www.chronline.com/stories/a-washington-hospital-is-overwhelmed-with-patients-seeking-the-progressive-states-charity-care,396710"
1289681941,20250218,202502,2025,2025.1315,,,,,,,,,,,MIL,NAVY,,,,,,MIL,,,0,030,030,03,1,4.0,3,1,3,-2.64550264550264,0,,,,,,,,3,"Red Hill, New Mexico, United States",US,USNM,,34.2187,-108.872,910058,3,"Red Hill, New Mexico, United States",US,USNM,,34.2187,-108.872,910058,20260218000000,https://www.whro.org/military-veterans/2026-02-17/authorities-still-cleaning-up-after-newport-news-shipbuilding-dumped-more-than-7-000-gallons-of-jet-fuel-into-the-james-river
1289681942,20250218,202502,2025,2025.1315,,,,,,,,,,,MIL,NAVY,,,,,,MIL,,,0,030,030,03,1,4.0,7,1,7,-2.64550264550264,0,,,,,,,,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260218000000,https://www.whro.org/military-veterans/2026-02-17/authorities-still-cleaning-up-after-newport-news-shipbuilding-dumped-more-than-7-000-gallons-of-jet-fuel-into-the-james-river
1289681943,20250218,202502,2025,2025.1315,,,,,,,,,,,MIL,CARRIER,,,,,,MIL,,,0,043,043,04,1,2.8,8,1,8,-2.64550264550264,0,,,,,,,,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,3,"Red Hill, New Mexico, United States",US,USNM,,34.2187,-108.872,910058,20260218000000,https://www.whro.org/military-veterans/2026-02-17/authorities-still-cleaning-up-after-newport-news-shipbuilding-dumped-more-than-7-000-gallons-of-jet-fuel-into-the-james-river
1289681944,20250218,202502,2025,2025.1315,,,,,,,,,,,MIL,CARRIER,,,,,,MIL,,,0,043,043,04,1,2.8,2,1,2,-2.64550264550264,0,,,,,,,,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260218000000,https://www.whro.org/military-veterans/2026-02-17/authorities-still-cleaning-up-after-newport-news-shipbuilding-dumped-more-than-7-000-gallons-of-jet-fuel-into-the-james-river
1289681945,20250218,202502,2025,2025.1315,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,186,186,18,4,-10.0,2,1,2,-5.12324794586757,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260218000000,https://dailyreckoning.com/justice-is-coming/
1289681946,20250218,202502,2025,2025.1315,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,186,186,18,4,-10.0,8,1,8,-5.12324794586757,0,,,,,,,,2,"South Carolina, United States",US,USSC,,33.8191,-80.9066,SC,2,"South Carolina, United States",US,USSC,,33.8191,-80.9066,SC,20260218000000,https://dailyreckoning.com/justice-is-coming/
1289681947,20250218,202502,2025,2025.1315,FRAGOV,FRANCE,FRA,,,,,GOV,,,CAN,CANADIAN,CAN,,,,,,,,0,040,040,04,1,1.0,2,2,2,3.58126721763085,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,1,Canada,CA,CA,,60,-96,CA,1,Italy,IT,IT,,42.833333,12.833333,IT,20260218000000,http://www.nigeriasun.com/news/278874263/french-president-macron-invites-pm-modi-to-52nd-g7-summit-in-france
1289681948,20250218,202502,2025,2025.1315,GOV,DIPLOMAT,,,,,,GOV,,,,,,,,,,,,,0,110,110,11,3,-2.0,8,1,8,-3.67383512544803,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20260218000000,https://foreignpolicy.com/2026/02/17/us-india-trade-deal-lost-trust-trump/?tpcc=recirc_trending062921
1289681949,20250218,202502,2025,2025.1315,GOV,PRIME MINISTER,,,,,,GOV,,,CAN,CANADIAN,CAN,,,,,,,,0,040,040,04,1,1.0,4,2,4,3.58126721763085,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,1,Canada,CA,CA,,60,-96,CA,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,20260218000000,http://www.nigeriasun.com/news/278874263/french-president-macron-invites-pm-modi-to-52nd-g7-summit-in-france
