GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1294585946,20250317,202503,2025,2025.2110,AFG,AFGHANISTAN,AFG,,,,,,,,PAK,PAKISTAN,PAK,,,,,,,,0,190,190,19,4,-10.0,5,1,5,-7.93650793650793,5,"Nangarhar, Nangarhar, Afghanistan",AF,AF18,99928,34.3333,70.4167,-3385101,5,"Nangarhar, Nangarhar, Afghanistan",AF,AF18,99928,34.3333,70.4167,-3385101,5,"Nangarhar, Nangarhar, Afghanistan",AF,AF18,99928,34.3333,70.4167,-3385101,20260317010000,https://www.wyomingnewsnow.tv/news/national/afghanistan-accuses-pakistan-of-deadly-airstrike-on-drug-rehab-centre-in-kabul/article_7befdbe6-4f1a-550b-a779-96ff9c3e63dc.html
1294585947,20250317,202503,2025,2025.2110,EDU,SCHOOL,,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,1,043,043,04,1,2.8,4,1,4,-1.35135135135135,3,"Killeen Independent School District, Texas, United States",US,USTX,TX027,31.0959,-97.6988,2630591,3,"Killeen Independent School District, Texas, United States",US,USTX,,31.0959,-97.6988,2630591,3,"Killeen Independent School District, Texas, United States",US,USTX,,31.0959,-97.6988,2630591,20260317010000,https://www.kxxv.com/news/local-news/in-your-neighborhood/bell-county/killeen/killeen-independent-school-district-sees-lower-crime-rates-in-2024-25-school-year
1294585948,20250317,202503,2025,2025.2110,LEG,PARLIAMENT,,,,,,LEG,,,MED,NEWSPAPER,,,,,,MED,,,0,112,112,11,3,-2.0,6,1,6,-3.25379609544469,5,"Dagestan, Dagestan, Russia",RS,RS17,25069,43,47,-2900223,5,"Dagestan, Dagestan, Russia",RS,RS17,25069,43,47,-2900223,5,"Dagestan, Dagestan, Russia",RS,RS17,25069,43,47,-2900223,20260317010000,https://www.eng.kavkaz-uzel.eu/articles/73714
1294585949,20250317,202503,2025,2025.2110,LEG,PARLIAMENT,,,,,,LEG,,,RUSMED,RUSSIA,RUS,,,,,MED,,,0,112,112,11,3,-2.0,4,1,4,-3.25379609544469,5,"Dagestan, Dagestan, Russia",RS,RS17,25069,43,47,-2900223,5,"Dagestan, Dagestan, Russia",RS,RS17,25069,43,47,-2900223,5,"Dagestan, Dagestan, Russia",RS,RS17,25069,43,47,-2900223,20260317010000,https://www.eng.kavkaz-uzel.eu/articles/73714
1294585950,20250317,202503,2025,2025.2110,MIL,MILITARY,,,,,,MIL,,,,,,,,,,,,,0,020,020,02,1,3.0,1,1,1,-7.86802030456853,5,"Yobe, Yobe, Nigeria",NI,NI44,23119,12,11.5,9153504,0,,,,,,,,5,"Yobe, Yobe, Nigeria",NI,NI44,23119,12,11.5,9153504,20260317010000,https://www.premiumtimesng.com/regional/nnorth-east/864547-updated-bomb-explosions-rock-maiduguri.html
1294585951,20250317,202503,2025,2025.2110,MIL,MILITARY,,,,,,MIL,,,NGA,NIGERIA,NGA,,,,,,,,0,020,020,02,1,3.0,1,1,1,-7.86802030456853,5,"Yobe, Yobe, Nigeria",NI,NI44,23119,12,11.5,9153504,5,"Yobe, Yobe, Nigeria",NI,NI44,23119,12,11.5,9153504,4,"Dawa, Borno, Nigeria",NI,NI27,191099,10.5027,11.8918,-2004725,20260317010000,https://www.premiumtimesng.com/regional/nnorth-east/864547-updated-bomb-explosions-rock-maiduguri.html
1294585952,20250317,202503,2025,2025.2110,MIL,MILITARY,,,,,,MIL,,,NGA,NIGERIA,NGA,,,,,,,,0,020,020,02,1,3.0,3,1,3,-7.86802030456853,5,"Yobe, Yobe, Nigeria",NI,NI44,23119,12,11.5,9153504,5,"Yobe, Yobe, Nigeria",NI,NI44,23119,12,11.5,9153504,5,"Yobe, Yobe, Nigeria",NI,NI44,23119,12,11.5,9153504,20260317010000,https://www.premiumtimesng.com/regional/nnorth-east/864547-updated-bomb-explosions-rock-maiduguri.html
1294585953,20250317,202503,2025,2025.2110,MNCUSA,MICROSOFT,USA,,,,,MNC,,,LAB,EMPLOYEE,,,,,,LAB,,,1,030,030,03,1,4.0,5,1,5,0.5464480874317,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260317010000,https://www.columbian.com/news/2026/mar/16/seattle-mayor-pauses-city-employees-sanctioned-use-of-ai/
1294585954,20250317,202503,2025,2025.2110,PAK,PAKISTAN,PAK,,,,,,,,AFG,AFGHANISTAN,AFG,,,,,,,,0,190,190,19,4,-10.0,5,1,5,-7.93650793650793,5,"Nangarhar, Nangarhar, Afghanistan",AF,AF18,99928,34.3333,70.4167,-3385101,5,"Nangarhar, Nangarhar, Afghanistan",AF,AF18,99928,34.3333,70.4167,-3385101,5,"Nangarhar, Nangarhar, Afghanistan",AF,AF18,99928,34.3333,70.4167,-3385101,20260317010000,https://www.wyomingnewsnow.tv/news/national/afghanistan-accuses-pakistan-of-deadly-airstrike-on-drug-rehab-centre-in-kabul/article_7befdbe6-4f1a-550b-a779-96ff9c3e63dc.html
1294585955,20250317,202503,2025,2025.2110,SDN,SUDANESE,SDN,,,,,,,,SDNMIL,SUDAN,SDN,,,,,MIL,,,0,112,112,11,3,-2.0,2,1,2,-1.79856115107914,4,"Darfur, Gharb Darfur, Sudan",SU,SU47,37140,13.5,23.5,-17505,4,"Darfur, Gharb Darfur, Sudan",SU,SU47,37140,13.5,23.5,-17505,4,"Darfur, Gharb Darfur, Sudan",SU,SU47,37140,13.5,23.5,-17505,20260317010000,https://dailytrust.com/alliances-supply-lines-fuelling-sudan-war/
