GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1324965430,20260926,202609,2026,2026.7288,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,4,1,4,-2.76785714285714,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260926001500,https://home.nzcity.co.nz/news/article.aspx?id=454785
1324965431,20260926,202609,2026,2026.7288,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,8,1,4,-0.28490028490028,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260926001500,https://www.geelongadvertiser.com.au/entertainment/karl-stefanovic-named-as-host-at-cpac-australias-upcoming-national-conference/news-story/550e1093093de031568a5fdf587c9698?nk=46684c669274aa3352d1788272798f3c-1790380896
1324965432,20260926,202609,2026,2026.7288,,,,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,1,042,042,04,1,1.9,6,1,6,-5.50161812297735,0,,,,,,,,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260926001500,http://www.econotimes.com/Evan-Gershkovich-Says-FSB-Set-Trap-for-2023-Russia-Arrest-1753126
1324965433,20260926,202609,2026,2026.7288,,,,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,1,042,042,04,1,1.9,4,1,4,-5.50161812297735,0,,,,,,,,4,"Yekaterinburg, Sverdlovskaya Oblast', Russia",RS,RS71,25100,56.8575,60.6125,-3040171,4,"Yekaterinburg, Sverdlovskaya Oblast', Russia",RS,RS71,25100,56.8575,60.6125,-3040171,20260926001500,http://www.econotimes.com/Evan-Gershkovich-Says-FSB-Set-Trap-for-2023-Russia-Arrest-1753126
1324965434,20260926,202609,2026,2026.7288,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,112,112,11,3,-2.0,10,1,10,-2.62172284644195,0,,,,,,,,2,"New Mexico, United States",US,USNM,,34.8375,-106.237,NM,2,"New Mexico, United States",US,USNM,,34.8375,-106.237,NM,20260926001500,https://www.kob.com/new-mexico/new-mexico-wins-third-major-case-against-meta-over-user-data-misuse/
1324965435,20260926,202609,2026,2026.7288,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,036,036,03,1,4.0,5,1,5,4,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260926001500,https://www.geo.tv/latest/683728-duke-of-edinburghs-major-us-and-canada-tour-revealed-with-royal-ceremony
1324965436,20260926,202609,2026,2026.7288,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,046,046,04,1,7.0,1,1,1,4.97512437810945,0,,,,,,,,4,"Sussex, New Brunswick, Canada",CA,CA04,12601,45.7167,-65.5167,-574388,4,"Sussex, New Brunswick, Canada",CA,CA04,12601,45.7167,-65.5167,-574388,20260926001500,https://www.geo.tv/latest/683727-prince-harry-kisses-the-ground-after-emotional-skydive-honouring-102-year-old-veteran
1324965437,20260926,202609,2026,2026.7288,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,051,051,05,1,3.4,4,1,4,0.50675675675676,0,,,,,,,,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20260926001500,https://lethbridgeherald.com/news/national-news/2026/09/25/ottawa-takes-next-step-in-negotiations-on-possible-globaleye-radar-plane-purchase/
1324965438,20260926,202609,2026,2026.7288,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,051,051,05,1,3.4,1,1,1,4.97512437810945,0,,,,,,,,4,"Sussex, New Brunswick, Canada",CA,CA04,12601,45.7167,-65.5167,-574388,4,"Sussex, New Brunswick, Canada",CA,CA04,12601,45.7167,-65.5167,-574388,20260926001500,https://www.geo.tv/latest/683727-prince-harry-kisses-the-ground-after-emotional-skydive-honouring-102-year-old-veteran
1324965439,20260926,202609,2026,2026.7288,,,,,,,,,,,COK,COOK ISLANDER,COK,,,,,,,,0,040,040,04,1,1.0,10,1,10,1.17924528301887,0,,,,,,,,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,20260926001500,https://www.cookislandsnews.com/internal/opinion/letters-to-the-editor/letter-different-perspectives/
1324965440,20260926,202609,2026,2026.7288,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,040,040,04,1,1.0,5,1,5,-7.56756756756757,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260926001500,https://www.wmtv15news.com/2026/09/25/madison-man-arrested-after-being-found-with-loaded-gun/
1324965441,20260926,202609,2026,2026.7288,,,,,,,,,,,COP,BORDER PATROL,,,,,,COP,,,1,040,040,04,1,1.0,3,1,3,1.44927536231884,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260926001500,https://kvia.com/for/2026/09/25/abc-7-xtra-sunday-one-on-one-with-chief-of-the-u-s-border-patrol-pete-vasquez/
1324965442,20260926,202609,2026,2026.7288,,,,,,,,,,,COP,DETECTIVE,,,,,,COP,,,1,043,043,04,1,2.8,6,1,6,2.64150943396227,0,,,,,,,,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,20260926001500,https://screenrant.com/far-side-best-cow-comics-gary-larson/
1324965443,20260926,202609,2026,2026.7288,,,,,,,,,,,CRM,GANG,,,,,,CRM,,,1,190,190,19,4,-10.0,10,1,10,0.199800199800201,0,,,,,,,,2,"Indiana, United States",US,USIN,,39.8647,-86.2604,IN,2,"Indiana, United States",US,USIN,,39.8647,-86.2604,IN,20260926001500,https://screenrant.com/best-netflix-movies-watch-weekend-september-26/
1324965444,20260926,202609,2026,2026.7288,,,,,,,,,,,CVL,TOURIST,,,,,,CVL,,,1,036,036,03,1,4.0,5,1,5,1.85873605947955,0,,,,,,,,4,"Bhopal, Madhya Pradesh, India",IN,IN35,17746,23.2667,77.4,-2091670,4,"Bhopal, Madhya Pradesh, India",IN,IN35,17746,23.2667,77.4,-2091670,20260926001500,https://www.freepressjournal.in/bhopal/bhopal-to-host-7th-mp-travel-mart-from-oct-7-delegates-from-34-countries-to-attend
1324965445,20260926,202609,2026,2026.7288,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,040,040,04,1,1.0,6,1,6,3.23615160349854,0,,,,,,,,3,"Saranac Lake, New York, United States",US,USNY,,44.3295,-74.1313,964482,3,"Saranac Lake, New York, United States",US,USNY,,44.3295,-74.1313,964482,20260926001500,https://www.dailygazette.com/lpn/tupper-lake-press/near-finish-of-northern-forest-center-apartment-complex-celebrated-at-ribbon-cutting/article_5d33947e-9eac-4136-9d67-474149d6dacc.html
1324965446,20260926,202609,2026,2026.7288,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,040,040,04,1,1.0,4,1,4,3.23615160349854,0,,,,,,,,3,"Tupper Lake, New York, United States",US,USNY,,44.2239,-74.4641,977539,3,"Tupper Lake, New York, United States",US,USNY,,44.2239,-74.4641,977539,20260926001500,https://www.dailygazette.com/lpn/tupper-lake-press/near-finish-of-northern-forest-center-apartment-complex-celebrated-at-ribbon-cutting/article_5d33947e-9eac-4136-9d67-474149d6dacc.html
1324965447,20260926,202609,2026,2026.7288,,,,,,,,,,,CVL,NEIGHBORHOOD,,,,,,CVL,,,1,042,042,04,1,1.9,4,1,4,6.68257756563246,0,,,,,,,,4,"Sandsend, North Yorkshire, United Kingdom",UK,UKJ7,40123,54.5,-0.666667,-2607091,4,"Sandsend, North Yorkshire, United Kingdom",UK,UKJ7,40123,54.5,-0.666667,-2607091,20260926001500,https://www.ok.co.uk/tv/emmerdale-legend-gushes-over-perfect-37704420
1324965448,20260926,202609,2026,2026.7288,,,,,,,,,,,CVL,NEIGHBORHOOD,,,,,,CVL,,,1,043,043,04,1,2.8,1,1,1,6.68257756563246,0,,,,,,,,4,"Sandsend, North Yorkshire, United Kingdom",UK,UKJ7,40123,54.5,-0.666667,-2607091,4,"North Sea, Oceans (general), Oceans",OS,OS00,154724,55.3333,3,-1506407,20260926001500,https://www.ok.co.uk/tv/emmerdale-legend-gushes-over-perfect-37704420
1324965449,20260926,202609,2026,2026.7288,,,,,,,,,,,CVL,NEIGHBORHOOD,,,,,,CVL,,,1,043,043,04,1,2.8,3,1,3,6.68257756563246,0,,,,,,,,4,"Sandsend, North Yorkshire, United Kingdom",UK,UKJ7,40123,54.5,-0.666667,-2607091,4,"Sandsend, North Yorkshire, United Kingdom",UK,UKJ7,40123,54.5,-0.666667,-2607091,20260926001500,https://www.ok.co.uk/tv/emmerdale-legend-gushes-over-perfect-37704420
1324965450,20260926,202609,2026,2026.7288,,,,,,,,,,,EDU,UNIVERSITY,,,,,,EDU,,,0,020,020,02,1,3.0,5,1,5,-4.42396313364055,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260926001500,https://mndaily.com/opinion/opinion-we-need-more-civic-sense-in-high-traffic-areas/09/25/2026/eicmndaily-com/
1324965451,20260926,202609,2026,2026.7288,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,042,042,04,1,1.9,4,1,4,1.44766146993319,0,,,,,,,,3,"Robeson County, North Carolina, United States",US,USNC,,34.6335,-79.0998,1026130,3,"Robeson County, North Carolina, United States",US,USNC,,34.6335,-79.0998,1026130,20260926001500,https://www.robesonian.com/news/427993/lumbee-students-envision-future-healthcare-careers-at-the-pearl
1324965452,20260926,202609,2026,2026.7288,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,042,042,04,1,1.9,2,1,2,2.38095238095238,0,,,,,,,,3,"West Valley High School, Alaska, United States",US,USAK,,64.85,-147.827,1416495,3,"West Valley High School, Alaska, United States",US,USAK,,64.85,-147.827,1416495,20260926001500,https://www.alaskasnewssource.com/2026/09/25/west-valley-high-school-hosts-yearly-school-board-candidate-forum/
1324965453,20260926,202609,2026,2026.7288,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,043,043,04,1,2.8,2,1,2,-4.83772198407838,0,,,,,,,,4,"Glastry, Ards, United Kingdom",UK,UKQ7,40142,54.4833,-5.48333,-2597060,4,"Glastry, Ards, United Kingdom",UK,UKQ7,40142,54.4833,-5.48333,-2597060,20260926001500,https://www.belfastlive.co.uk/news/northern-ireland/belfast-dad-killed-pregnant-mum-34674705
1324965454,20260926,202609,2026,2026.7288,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,052,052,05,1,3.5,10,1,10,2.38095238095238,0,,,,,,,,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,20260926001500,https://www.alaskasnewssource.com/2026/09/25/west-valley-high-school-hosts-yearly-school-board-candidate-forum/
1324965455,20260926,202609,2026,2026.7288,,,,,,,,,,,EDU,UNIVERSITY,,,,,,EDU,,,0,100,100,10,3,-5.0,10,1,10,-4.42396313364055,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260926001500,https://mndaily.com/opinion/opinion-we-need-more-civic-sense-in-high-traffic-areas/09/25/2026/eicmndaily-com/
1324965456,20260926,202609,2026,2026.7288,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,010,010,01,1,0.0,4,1,4,-4.83772198407838,0,,,,,,,,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,20260926001500,https://www.belfastlive.co.uk/news/northern-ireland/belfast-dad-killed-pregnant-mum-34674705
1324965457,20260926,202609,2026,2026.7288,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,040,040,04,1,1.0,4,1,4,-4.83772198407838,0,,,,,,,,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,20260926001500,https://www.belfastlive.co.uk/news/northern-ireland/belfast-dad-killed-pregnant-mum-34674705
1324965458,20260926,202609,2026,2026.7288,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,043,043,04,1,2.8,8,1,8,-4.83772198407838,0,,,,,,,,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,20260926001500,https://www.belfastlive.co.uk/news/northern-ireland/belfast-dad-killed-pregnant-mum-34674705
1324965459,20260926,202609,2026,2026.7288,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,046,046,04,1,7.0,4,1,4,-4.83772198407838,0,,,,,,,,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,20260926001500,https://www.belfastlive.co.uk/news/northern-ireland/belfast-dad-killed-pregnant-mum-34674705
1324965460,20260926,202609,2026,2026.7288,,,,,,,,,,,GBR,BRITISH,GBR,,,,,,,,1,112,112,11,3,-2.0,2,1,2,-16.1490683229814,0,,,,,,,,4,"Golders Green, Barnet, United Kingdom",UK,UKA2,40110,51.5667,-0.216667,-2597271,1,Somalia,SO,SO,,6,48,SO,20260926001500,https://www.jns.org/news/world/london-man-pleads-not-guilty-to-attempted-murder-charges-in-stabbing-of-two-jews
1324965461,20260926,202609,2026,2026.7288,,,,,,,,,,,GOV,MAYOR,,,,,,GOV,,,0,030,030,03,1,4.0,10,1,10,3.23615160349854,0,,,,,,,,3,"Tupper Lake, New York, United States",US,USNY,,44.2239,-74.4641,977539,3,"Tupper Lake, New York, United States",US,USNY,,44.2239,-74.4641,977539,20260926001500,https://www.dailygazette.com/lpn/tupper-lake-press/near-finish-of-northern-forest-center-apartment-complex-celebrated-at-ribbon-cutting/article_5d33947e-9eac-4136-9d67-474149d6dacc.html
1324965462,20260926,202609,2026,2026.7288,,,,,,,,,,,GOV,GOVERNANCE,,,,,,GOV,,,1,040,040,04,1,1.0,10,1,10,2.30125523012553,0,,,,,,,,4,"Quito, Pichincha, Ecuador",EC,EC18,18585,-0.216667,-78.5,-932573,4,"Quito, Pichincha, Ecuador",EC,EC18,18585,-0.216667,-78.5,-932573,20260926001500,https://www.the-star.co.ke/news/2026-09-25-waiguru-backs-greater-inclusion-of-counties-in-global-development-agenda
1324965463,20260926,202609,2026,2026.7288,,,,,,,,,,,GOV,SECRETARY OF STATE,,,,,,GOV,,,0,040,040,04,1,1.0,6,1,6,-3.03030303030303,0,,,,,,,,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260926001500,http://www.econotimes.com/Oil-Prices-Fall-on-US-Iran-Hormuz-Deal-Hopes-1753132
1324965464,20260926,202609,2026,2026.7288,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,041,041,04,1,1.0,10,1,10,-0.8695652173913,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260926001500,https://www.savingadvice.com/articles/2026/09/25/10747959_a-medicare-caller-knows-your-name-and-address-giving-one-more-detail-can-cost-you-your-benefits.html
1324965465,20260926,202609,2026,2026.7288,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,042,042,04,1,1.9,10,1,10,-3.10734463276836,0,,,,,,,,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260926001500,https://waateanews.com/2026/09/26/te-kaupapa-when-the-state-pays-for-the-tour-we-should-ask-who-controls-the-story/
1324965466,20260926,202609,2026,2026.7288,,,,,,,,,,,GOV,PRINCE,,,,,,GOV,,,1,046,046,04,1,7.0,6,1,6,4.97512437810945,0,,,,,,,,4,"Sussex, New Brunswick, Canada",CA,CA04,12601,45.7167,-65.5167,-574388,4,"Sussex, New Brunswick, Canada",CA,CA04,12601,45.7167,-65.5167,-574388,20260926001500,https://www.geo.tv/latest/683727-prince-harry-kisses-the-ground-after-emotional-skydive-honouring-102-year-old-veteran
1324965467,20260926,202609,2026,2026.7288,,,,,,,,,,,GOV,PRINCE,,,,,,GOV,,,1,051,051,05,1,3.4,6,1,6,4.97512437810945,0,,,,,,,,4,"Sussex, New Brunswick, Canada",CA,CA04,12601,45.7167,-65.5167,-574388,4,"Sussex, New Brunswick, Canada",CA,CA04,12601,45.7167,-65.5167,-574388,20260926001500,https://www.geo.tv/latest/683727-prince-harry-kisses-the-ground-after-emotional-skydive-honouring-102-year-old-veteran
1324965468,20260926,202609,2026,2026.7288,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,080,080,08,2,5.0,1,1,1,-3.75375375375375,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260926001500,https://www.houstonpublicmedia.org/articles/news/politics/immigration/2026/09/25/562902/the-austin-ice-shooting-has-raised-questions-about-medical-standards-for-detainees/
1324965469,20260926,202609,2026,2026.7288,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,040,040,04,1,1.0,3,1,3,-0.85836909871244,0,,,,,,,,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20260926001500,https://www.gloucestertimes.com/news/state_news/brigham-and-womens-nurses-vote-to-authorize-strike/article_5edbccf0-3edc-599b-96fa-14d69a6d4fb4.html
1324965470,20260926,202609,2026,2026.7288,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,042,042,04,1,1.9,2,1,2,-0.56497175141243,0,,,,,,,,3,"Sturgis Hospital, Michigan, United States",US,USMI,,41.7944,-85.4075,2418231,3,"Sturgis Hospital, Michigan, United States",US,USMI,,41.7944,-85.4075,2418231,20260926001500,https://wwmt.com/news/local/sturgis-city-leaders-look-revive-shuttered-hospital-months-closure-west-michigan-wwmt-healthcare
1324965471,20260926,202609,2026,2026.7288,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,042,042,04,1,1.9,4,1,4,-9.79615705931496,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260926001500,https://www.nydailynews.com/2026/09/25/nypd-hunt-shooter-wanted-for-killing-beloved-barber-during-robbery-outside-queens-strip-club/
1324965472,20260926,202609,2026,2026.7288,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,0,110,110,11,3,-2.0,4,1,4,-3.75375375375375,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,3,"Houston, Texas, United States",US,USTX,TX201,29.7633,-95.3633,1380948,20260926001500,https://www.houstonpublicmedia.org/articles/news/politics/immigration/2026/09/25/562902/the-austin-ice-shooting-has-raised-questions-about-medical-standards-for-detainees/
1324965473,20260926,202609,2026,2026.7288,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,0,110,110,11,3,-2.0,6,1,6,-3.75375375375375,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260926001500,https://www.houstonpublicmedia.org/articles/news/politics/immigration/2026/09/25/562902/the-austin-ice-shooting-has-raised-questions-about-medical-standards-for-detainees/
1324965474,20260926,202609,2026,2026.7288,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,0,190,190,19,4,-10.0,4,1,4,-3.75375375375375,0,,,,,,,,3,"Houston, Texas, United States",US,USTX,TX201,29.7633,-95.3633,1380948,3,"Houston, Texas, United States",US,USTX,TX201,29.7633,-95.3633,1380948,20260926001500,https://www.houstonpublicmedia.org/articles/news/politics/immigration/2026/09/25/562902/the-austin-ice-shooting-has-raised-questions-about-medical-standards-for-detainees/
1324965475,20260926,202609,2026,2026.7288,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,0,190,190,19,4,-10.0,6,1,6,-3.75375375375375,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260926001500,https://www.houstonpublicmedia.org/articles/news/politics/immigration/2026/09/25/562902/the-austin-ice-shooting-has-raised-questions-about-medical-standards-for-detainees/
