GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1324590433,20260825,202608,2026,2026.6438,GOV,ADMINISTRATION,,,,,,GOV,,,JUD,SUPREME COURT,,,,,,JUD,,,1,020,020,02,1,3.0,2,1,2,-2.26876090750436,3,"Berkeley, California, United States",US,USCA,CA001,37.8716,-122.273,1658037,3,"Berkeley, California, United States",US,USCA,CA001,37.8716,-122.273,1658037,3,"Berkeley, California, United States",US,USCA,CA001,37.8716,-122.273,1658037,20260924013000,https://www.latimes.com/california/story/2026-09-23/epa-uc-19-million-research-grant-settlement
1324590434,20260825,202608,2026,2026.6438,GOV,ADMINISTRATION,,,,,,GOV,,,JUD,SUPREME COURT,,,,,,JUD,,,1,020,020,02,1,3.0,8,1,8,-2.26876090750436,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260924013000,https://www.latimes.com/california/story/2026-09-23/epa-uc-19-million-research-grant-settlement
1324590435,20260825,202608,2026,2026.6438,MEX,MEXICO,MEX,,,,,,,,,,,,,,,,,,1,017,017,01,1,0.0,2,1,2,0.23041474654378,1,Mexico,MX,MX,,23,-102,MX,0,,,,,,,,1,Mexico,MX,MX,,23,-102,MX,20260924013000,https://sfist.com/2026/09/23/omg-elizabeth-holmes-is-reportedly-getting-moved-to-a-halfway-house-next-year/
1324590436,20260825,202608,2026,2026.6438,MEX,MEXICO,MEX,,,,,,,,COP,PRISON,,,,,,COP,,,1,017,017,01,1,0.0,2,1,2,0.23041474654378,1,Mexico,MX,MX,,23,-102,MX,1,Mexico,MX,MX,,23,-102,MX,1,Mexico,MX,MX,,23,-102,MX,20260924013000,https://sfist.com/2026/09/23/omg-elizabeth-holmes-is-reportedly-getting-moved-to-a-halfway-house-next-year/
1324590437,20260825,202608,2026,2026.6438,MEX,MEXICO,MEX,,,,,,,,COP,PRISON,,,,,,COP,,,1,036,036,03,1,4.0,4,1,4,0.23041474654378,1,Mexico,MX,MX,,23,-102,MX,1,Mexico,MX,MX,,23,-102,MX,1,Mexico,MX,MX,,23,-102,MX,20260924013000,https://sfist.com/2026/09/23/omg-elizabeth-holmes-is-reportedly-getting-moved-to-a-halfway-house-next-year/
1324590438,20260825,202608,2026,2026.6438,MEX,MEXICO,MEX,,,,,,,,COP,PRISON,,,,,,COP,,,1,0874,087,08,2,10.0,2,1,2,0.23041474654378,1,Mexico,MX,MX,,23,-102,MX,1,Mexico,MX,MX,,23,-102,MX,1,Mexico,MX,MX,,23,-102,MX,20260924013000,https://sfist.com/2026/09/23/omg-elizabeth-holmes-is-reportedly-getting-moved-to-a-halfway-house-next-year/
1324590439,20260917,202609,2026,2026.7041,USA,UNITED STATES,USA,,,,,,,,USAEDU,UNITED STATES,USA,,,,,EDU,,,1,071,071,07,2,7.4,2,1,2,0.862068965517241,3,"Oakland, California, United States",US,USCA,CA001,37.8044,-122.271,277566,3,"Oakland, California, United States",US,USCA,CA001,37.8044,-122.271,277566,3,"Oakland, California, United States",US,USCA,CA001,37.8044,-122.271,277566,20260924013000,https://www.kalw.org/bay-area-news/2026-09-23/salesforce-gives-18-million-to-oakland-and-san-francisco-schools
1324590440,20260917,202609,2026,2026.7041,USA,UNITED STATES,USA,,,,,,,,USAEDU,UNITED STATES,USA,,,,,EDU,,,1,071,071,07,2,7.4,4,1,4,0.862068965517241,3,"Oakland, California, United States",US,USCA,CA001,37.8044,-122.271,277566,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,3,"Oakland, California, United States",US,USCA,CA001,37.8044,-122.271,277566,20260924013000,https://www.kalw.org/bay-area-news/2026-09-23/salesforce-gives-18-million-to-oakland-and-san-francisco-schools
1324590441,20260917,202609,2026,2026.7041,USAGOVMED,THE WHITE HOUSE,USA,,,,,GOV,MED,,GOV,PRESIDENT,,,,,,GOV,,,0,020,020,02,1,3.0,2,1,2,-2.1630615640599,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260924013000,https://www.newsweek.com/major-tv-networks-skip-trumps-xi-welcome-amid-white-house-press-ban-12480999
1324590442,20260917,202609,2026,2026.7041,USAMED,UNITED STATES,USA,,,,,MED,,,GOV,PRESIDENT,,,,,,GOV,,,0,020,020,02,1,3.0,4,1,4,-2.1630615640599,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260924013000,https://www.newsweek.com/major-tv-networks-skip-trumps-xi-welcome-amid-white-house-press-ban-12480999
1324590443,20260923,202609,2026,2026.7205,ETH,ETHIOPIAN,ETH,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,190,190,19,4,-10.0,3,1,3,-6.47482014388489,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,4,"Tigray, Tigray, Ethiopia",ET,ET53,149298,13.5,39.5,-620571,4,"Pretoria, Gauteng, South Africa",SF,SF06,77346,-25.7069,28.2294,-1273769,20260924013000,https://www.gdnonline.com:443/Details/1407519
1324590444,20260923,202609,2026,2026.7205,USA,UNITED STATES,USA,,,,,,,,JUD,ATTORNEY,,,,,,JUD,,,1,051,051,05,1,3.4,4,1,4,-12.5490196078431,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260924013000,https://www.gdnonline.com:443/Details/1407517
1324590445,20260923,202609,2026,2026.7205,USA,UNITED STATES,USA,,,,,,,,USAJUD,UNITED STATES,USA,,,,,JUD,,,1,051,051,05,1,3.4,2,1,2,-12.5490196078431,3,"Manhattan, New York, United States",US,USNY,NY061,40.7834,-73.9662,971945,3,"Manhattan, New York, United States",US,USNY,NY061,40.7834,-73.9662,971945,3,"Manhattan, New York, United States",US,USNY,NY061,40.7834,-73.9662,971945,20260924013000,https://www.gdnonline.com:443/Details/1407517
1324590446,20260924,202609,2026,2026.7233,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,036,036,03,1,4.0,10,1,10,2.51509054325956,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260924013000,https://www.indianlink.com.au/brandon-colacos-never-been-to-australia-but-he-is-one-of-india-s-leading-didgeridoo-players-2/
1324590447,20260924,202609,2026,2026.7233,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,042,042,04,1,1.9,2,1,2,2.51509054325956,0,,,,,,,,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,20260924013000,https://www.indianlink.com.au/brandon-colacos-never-been-to-australia-but-he-is-one-of-india-s-leading-didgeridoo-players-2/
1324590448,20260924,202609,2026,2026.7233,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,042,042,04,1,1.9,8,1,8,2.51509054325956,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260924013000,https://www.indianlink.com.au/brandon-colacos-never-been-to-australia-but-he-is-one-of-india-s-leading-didgeridoo-players-2/
1324590449,20260924,202609,2026,2026.7233,,,,,,,,,,,AUSGOV,QUEENSLAND,AUS,,,,,GOV,,,1,043,043,04,1,2.8,8,1,8,2.87958115183246,0,,,,,,,,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,20260924013000,https://if.com.au/screen-queensland-announces-in-the-frame-speakers-sessions-under-theme-the-future-starts-here/
1324590450,20260924,202609,2026,2026.7233,,,,,,,,,,,BHR,BAHRAIN,BHR,,,,,,,,0,036,036,03,1,4.0,2,1,2,5.39499036608863,0,,,,,,,,1,Bahrain,BA,BA,,26,50.5,BA,1,Bahrain,BA,BA,,26,50.5,BA,20260924013000,https://www.gdnonline.com:443/Details/1407524/Shoppers-flock-to-Primark-flagship-opening-in-Bahrain
1324590451,20260924,202609,2026,2026.7233,,,,,,,,,,,BHR,BAHRAIN,BHR,,,,,,,,0,036,036,03,1,4.0,8,1,8,5.39499036608863,0,,,,,,,,1,Bahrain,BA,BA,,26,50.5,BA,1,Kuwait,KU,KU,,29.5,47.75,KU,20260924013000,https://www.gdnonline.com:443/Details/1407524/Shoppers-flock-to-Primark-flagship-opening-in-Bahrain
1324590452,20260924,202609,2026,2026.7233,,,,,,,,,,,BHR,BAHRAIN,BHR,,,,,,,,1,112,112,11,3,-2.0,2,1,2,2.76073619631902,0,,,,,,,,1,Bahrain,BA,BA,,26,50.5,BA,1,Bahrain,BA,BA,,26,50.5,BA,20260924013000,https://www.gdnonline.com:443/Details/1407489/AI-visionary-Gawdat-to-headline-Fintech-Forward
1324590453,20260924,202609,2026,2026.7233,,,,,,,,,,,BLZ,BELIZE,BLZ,,,,,,,,1,020,020,02,1,3.0,4,1,4,0.20920502092051,0,,,,,,,,1,Guyana,GY,GY,,5,-59,GY,1,Jamaica,JM,JM,,18.25,-77.5,JM,20260924013000,https://www.greaterbelize.com/belizes-celebrates-50-years-of-dollar-stability/
1324590454,20260924,202609,2026,2026.7233,,,,,,,,,,,BLZ,BELIZE,BLZ,,,,,,,,1,020,020,02,1,3.0,1,1,1,0.20920502092051,0,,,,,,,,1,Jamaica,JM,JM,,18.25,-77.5,JM,1,Jamaica,JM,JM,,18.25,-77.5,JM,20260924013000,https://www.greaterbelize.com/belizes-celebrates-50-years-of-dollar-stability/
1324590455,20260924,202609,2026,2026.7233,,,,,,,,,,,BUS,PRODUCER,,,,,,BUS,,,1,040,040,04,1,1.0,4,1,4,2.87958115183246,0,,,,,,,,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,20260924013000,https://if.com.au/screen-queensland-announces-in-the-frame-speakers-sessions-under-theme-the-future-starts-here/
1324590456,20260924,202609,2026,2026.7233,,,,,,,,,,,CAN,VANCOUVER,CAN,,,,,,,,1,046,046,04,1,7.0,10,1,10,5.79345088161209,0,,,,,,,,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,20260924013000,https://www.straight.com/arts/vancouver-artist-steven-shearer-receives-100000-audain-prize
1324590457,20260924,202609,2026,2026.7233,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,190,190,19,4,-10.0,4,1,4,0.72202166064981,0,,,,,,,,4,"Vimy Ridge, Ontario, Canada",CA,CA08,12645,48.4833,-80.3833,-575393,4,"Vimy Ridge, Ontario, Canada",CA,CA08,12645,48.4833,-80.3833,-575393,20260924013000,https://slguardian.org/can-mark-carney-build-a-new-middle-power-alliance/
1324590458,20260924,202609,2026,2026.7233,,,,,,,,,,,CHL,SANTIAGO,CHL,,,,,,,,0,040,040,04,1,1.0,10,1,10,-10.6382978723404,0,,,,,,,,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,20260924013000,https://13wham.com/news/local/third-person-of-interest-was-outside-home-during-irondequoit-family-murders-filing-claims-knapp-avenue-alberto-pomales-luis-soriano-julio-cesar-pimentel-soriano-fraime-ubaldo
1324590459,20260924,202609,2026,2026.7233,,,,,,,,,,,CHL,SANTIAGO,CHL,,,,,,,,0,042,042,04,1,1.9,10,1,10,-10.6382978723404,0,,,,,,,,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,20260924013000,https://13wham.com/news/local/third-person-of-interest-was-outside-home-during-irondequoit-family-murders-filing-claims-knapp-avenue-alberto-pomales-luis-soriano-julio-cesar-pimentel-soriano-fraime-ubaldo
1324590460,20260924,202609,2026,2026.7233,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,040,040,04,1,1.0,2,1,2,-0.92936802973978,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260924013000,https://www.prokerala.com/news/articles/a1815985.html
1324590461,20260924,202609,2026,2026.7233,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,040,040,04,1,1.0,5,1,5,2.07939508506616,0,,,,,,,,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,20260924013000,https://slguardian.org/trumps-rare-tarmac-welcome-for-xi-signals-diplomatic-courtship/
1324590462,20260924,202609,2026,2026.7233,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,040,040,04,1,1.0,2,1,2,-0.92936802973978,0,,,,,,,,1,South Korea,KS,KS,,37,127.5,KS,1,South Korea,KS,KS,,37,127.5,KS,20260924013000,https://www.prokerala.com/news/articles/a1815985.html
1324590463,20260924,202609,2026,2026.7233,,,,,,,,,,,CHN,CHINESE,CHN,,,,,,,,0,046,046,04,1,7.0,2,1,2,-0.46224961479199,0,,,,,,,,4,"Lifeng, Guangdong, China",CH,CH30,13047,23.7822,116.151,9198279,4,"Lifeng, Guangdong, China",CH,CH30,13047,23.7822,116.151,9198279,20260924013000,https://www.northerndailyleader.com.au/story/9356544/trade-and-iran-among-key-issues-for-trump-xi-summit/
1324590464,20260924,202609,2026,2026.7233,,,,,,,,,,,COP,POLICE CHIEF,,,,,,COP,,,1,020,020,02,1,3.0,4,1,4,-0.24630541871921,0,,,,,,,,3,"Hancock County, Maine, United States",US,USME,,44.5334,-68.3995,581290,3,"Hancock County, Maine, United States",US,USME,,44.5334,-68.3995,581290,20260924013000,https://www.foxbangor.com/news/local/remembering-hancock-county-sheriffs-deputy-luke-gross-5-years-after-his-passing/article_0916c420-e133-4b4e-b033-6d88ca57e4f1.html
1324590465,20260924,202609,2026,2026.7233,,,,,,,,,,,COP,DEPUTY,,,,,,COP,,,1,051,051,05,1,3.4,2,1,2,-8.8145896656535,0,,,,,,,,4,"Bob Hill, Western Australia, Australia",AS,AS08,5527,-26.2333,127.45,-1560116,4,"Bob Hill, Western Australia, Australia",AS,AS08,5527,-26.2333,127.45,-1560116,20260924013000,https://www.abc.net.au/news/2026-09-24/victoria-crime-rate-falls-led-by-home-invasions-carjackings/107189448
1324590466,20260924,202609,2026,2026.7233,,,,,,,,,,,COPGOV,DEPUTY,,,,,,COP,GOV,,0,031,031,03,1,5.2,10,1,10,-1.5625,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260924013000,https://punchng.com/edo-revokes-benin-abraka-road-contract-plans-fresh-award/
1324590467,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,POPULATION,,,,,,CVL,,,1,017,017,01,1,0.0,4,1,4,-7.50341064120054,0,,,,,,,,1,Argentina,AR,AR,,-34,-64,AR,1,Argentina,AR,AR,,-34,-64,AR,20260924013000,https://redstate.com/bobhoge/2026/09/23/whoa-javier-milei-calls-un-delegates-fatally-arrogant-parasites-right-to-their-faces-n2207307
1324590468,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,POPULATION,,,,,,CVL,,,1,017,017,01,1,0.0,6,1,6,-7.50341064120054,0,,,,,,,,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260924013000,https://redstate.com/bobhoge/2026/09/23/whoa-javier-milei-calls-un-delegates-fatally-arrogant-parasites-right-to-their-faces-n2207307
1324590469,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,020,020,02,1,3.0,5,1,5,2.36453201970444,0,,,,,,,,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260924013000,https://www.times-standard.com/2026/09/23/eureka-seeks-property-owners-looking-to-develop-housing/
1324590470,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,CITIZEN,,,,,,CVL,,,0,036,036,03,1,4.0,2,1,2,-1.83044315992293,0,,,,,,,,3,"Decatur, Georgia, United States",US,USGA,GA089,33.7748,-84.2963,331532,3,"Decatur, Georgia, United States",US,USGA,GA089,33.7748,-84.2963,331532,20260924013000,https://www.decaturish.com/news/decatur/dear-decaturish-decatur-must-align-its-values-with-actions/article_969deb0b-bd13-4531-90ae-6fbe3914feaf.html
1324590471,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,NEIGHBORHOOD,,,,,,CVL,,,1,036,036,03,1,4.0,10,1,10,3.23574730354392,0,,,,,,,,1,Jordan,JO,JO,,31,36,JO,1,Jordan,JO,JO,,31,36,JO,20260924013000,https://www.restaurantnewsrelease.com/pjs-coffee-comes-home-to-maple-street-this-fall/
1324590472,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,RESIDENTS,,,,,,CVL,,,1,036,036,03,1,4.0,10,1,10,-0.27434842249658,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260924013000,https://ktul.com/news/local/broken-mailboxes-leave-tulsa-apartment-residents-hunting-for-delivery-answers
1324590473,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,043,043,04,1,2.8,8,1,8,3.06859205776173,0,,,,,,,,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,20260924013000,https://thesun.ng/church-gives-ogun-school-new-lease-of-life-with-multi-million-naira-project/
1324590474,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,043,043,04,1,2.8,2,1,2,3.06859205776173,0,,,,,,,,4,"Odogbolu, Ogun, Nigeria",NI,NI16,191272,6.83654,3.76406,-2021826,4,"Odogbolu, Ogun, Nigeria",NI,NI16,191272,6.83654,3.76406,-2021826,20260924013000,https://thesun.ng/church-gives-ogun-school-new-lease-of-life-with-multi-million-naira-project/
1324590475,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,043,043,04,1,2.8,2,1,2,1.42450142450142,0,,,,,,,,3,"Topeka, Kansas, United States",US,USKS,KS177,39.0483,-95.678,485477,3,"Topeka, Kansas, United States",US,USKS,KS177,39.0483,-95.678,485477,20260924013000,https://www.kmaj1440.com/2026/09/23/new-and-improved-playland-sky-trail-opening-thursday-at-gage-park/
1324590476,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,CITIZEN,,,,,,CVL,,,0,060,060,06,2,6.0,10,1,10,0.65288356909684,0,,,,,,,,4,"Cairo, Al Qahirah, Egypt",EG,EG11,65350,30.05,31.25,-290692,4,"Cairo, Al Qahirah, Egypt",EG,EG11,65350,30.05,31.25,-290692,20260924013000,https://www.dailygazette.com/hv360/hv360/ashland-speaks-the-fall-is-here-and-its-time-to-preserve-fruit/article_4beaf2a3-2c16-44fe-848f-85ee3d5fe288.html
1324590477,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,CIVILIAN,,,,,,CVL,,,0,141,141,14,3,-6.5,10,1,10,-7.34265734265734,0,,,,,,,,3,"Westmoreland County, Pennsylvania, United States",US,USPA,,40.6253,-79.625,1209191,3,"Westmoreland County, Pennsylvania, United States",US,USPA,,40.6253,-79.625,1209191,20260924013000,https://www.wtae.com/article/beaver-county-da-814-predhunters/73858706
1324590478,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,SETTLEMENT,,,,,,CVL,,,1,190,190,19,4,-10.0,2,1,2,-2.30496453900709,0,,,,,,,,3,"Long Island, New York, United States",US,USNY,,43.152,-76.061,955858,3,"Long Island, New York, United States",US,USNY,,43.152,-76.061,955858,20260924013000,https://www.newsday.com/business/b2k-burman-settlement-lawsuit-senior-living-owwkp4fe
1324590479,20260924,202609,2026,2026.7233,,,,,,,,,,,CVL,SETTLEMENT,,,,,,CVL,,,1,190,190,19,4,-10.0,1,1,1,-2.30496453900709,0,,,,,,,,3,"Long Island, New York, United States",US,USNY,,43.152,-76.061,955858,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260924013000,https://www.newsday.com/business/b2k-burman-settlement-lawsuit-senior-living-owwkp4fe
