GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1309734565,20250619,202506,2025,2025.4630,BUS,COMPANY,,,,,,BUS,,,MIL,ARMY,,,,,,MIL,,,0,073,073,07,2,7.4,20,2,20,1.25551702395965,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260619001500,https://www.click2houston.com/news/texas/2026/06/18/landmark-211m-tax-break-deal-could-trump-spacexs-deal-in-south-texas/
1309734566,20250619,202506,2025,2025.4630,BUS,COMPANY,,,,,,BUS,,,USA,UNITED STATES,USA,,,,,,,,0,046,046,04,1,7.0,2,1,2,1.49837133550489,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,20260619001500,https://www.petroleumnews.com/story/2026/06/21/e-and-p/moving-to-production/50227.html
1309734567,20250619,202506,2025,2025.4630,CRM,PERPETRATOR,,,,,,CRM,,,MIL,GOVERNMENT FORCES,,,,,,MIL,,,0,190,190,19,4,-10.0,6,2,6,-9.34053475883111,1,Congo,CF,CF,,-1,15,CF,1,Mozambique,MZ,MZ,,-18.25,35,MZ,1,Congo,CF,CF,,-1,15,CF,20260619001500,https://abcnews.com/US/wireStory/reports-record-violations-children-conflict-government-forces-main-134013144
1309734568,20250619,202506,2025,2025.4630,CRM,PERPETRATOR,,,,,,CRM,,,MIL,GOVERNMENT FORCES,,,,,,MIL,,,0,190,190,19,4,-10.0,2,2,2,-9.34053475883111,1,Mozambique,MZ,MZ,,-18.25,35,MZ,1,Congo,CF,CF,,-1,15,CF,1,Mozambique,MZ,MZ,,-18.25,35,MZ,20260619001500,https://abcnews.com/US/wireStory/reports-record-violations-children-conflict-government-forces-main-134013144
1309734569,20250619,202506,2025,2025.4630,CRM,PERPETRATOR,,,,,,CRM,,,MIL,GOVERNMENT FORCES,,,,,,MIL,,,0,190,190,19,4,-10.0,2,2,2,-9.34053475883111,1,Mozambique,MZ,MZ,,-18.25,35,MZ,1,Mozambique,MZ,MZ,,-18.25,35,MZ,1,Congo,CF,CF,,-1,15,CF,20260619001500,https://abcnews.com/US/wireStory/reports-record-violations-children-conflict-government-forces-main-134013144
1309734570,20250619,202506,2025,2025.4630,IGOUNO,UNITED NATIONS,,UNO,,,,IGO,,,,,,,,,,,,,1,1821,182,18,4,-9.0,3,1,3,-9.36037441497655,1,Mozambique,MZ,MZ,,-18.25,35,MZ,0,,,,,,,,1,Haiti,HA,HA,,19,-72.416667,HA,20260619001500,http://www.thegazette.com/news/world/un-reports-record-violations-of-children-in-conflict-with-government-forces-the-main-perpetrators/article_a5230a5d-db0f-5f87-943a-7d94c253a08e.html
1309734571,20250619,202506,2025,2025.4630,IGOUNO,UNITED NATIONS,,UNO,,,,IGO,,,,,,,,,,,,,1,1821,182,18,4,-9.0,1,1,1,-9.36037441497655,1,Mozambique,MZ,MZ,,-18.25,35,MZ,0,,,,,,,,1,Sudan,SU,SU,,16,30,SU,20260619001500,http://www.thegazette.com/news/world/un-reports-record-violations-of-children-in-conflict-with-government-forces-the-main-perpetrators/article_a5230a5d-db0f-5f87-943a-7d94c253a08e.html
1309734572,20250619,202506,2025,2025.4630,IGOUNO,UNITED NATIONS,,UNO,,,,IGO,,,,,,,,,,,,,1,1821,182,18,4,-9.0,1,1,1,-9.36037441497655,1,Nigeria,NI,NI,,10,8,NI,0,,,,,,,,1,Congo,CF,CF,,-1,15,CF,20260619001500,http://www.thegazette.com/news/world/un-reports-record-violations-of-children-in-conflict-with-government-forces-the-main-perpetrators/article_a5230a5d-db0f-5f87-943a-7d94c253a08e.html
1309734573,20250619,202506,2025,2025.4630,MIL,ARMY,,,,,,MIL,,,IRN,IRAN,IRN,,,,,,,,0,190,190,19,4,-10.0,20,2,20,1.25551702395965,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260619001500,https://www.click2houston.com/news/texas/2026/06/18/landmark-211m-tax-break-deal-could-trump-spacexs-deal-in-south-texas/
1309734574,20250619,202506,2025,2025.4630,OPP,THE OPPOSITION,,,,,,OPP,,,,,,,,,,,,,1,012,012,01,1,-0.4,5,1,5,-2.38095238095238,1,Canada,CA,CA,,60,-96,CA,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,20260619001500,https://www.brandonsun.com/lifestyles/2026/06/18/alberta-dual-practice-doctors-could-begin-offering-private-surgeries-in-fall
1309734575,20250619,202506,2025,2025.4630,OPP,THE OPPOSITION,,,,,,OPP,,,,,,,,,,,,,1,071,071,07,2,7.4,5,1,5,-2.38095238095238,1,Canada,CA,CA,,60,-96,CA,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,20260619001500,https://www.brandonsun.com/lifestyles/2026/06/18/alberta-dual-practice-doctors-could-begin-offering-private-surgeries-in-fall
1309734576,20250619,202506,2025,2025.4630,USA,UNITED STATES,USA,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,046,046,04,1,7.0,2,1,2,1.49837133550489,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,20260619001500,https://www.petroleumnews.com/story/2026/06/21/e-and-p/moving-to-production/50227.html
1309734577,20260520,202605,2026,2026.3836,GOVMIL,DEFENSE SECRETARY,,,,,,GOV,MIL,,GOV,ADMINISTRATION,,,,,,GOV,,,1,020,020,02,1,3.0,8,1,8,-2.2167487684729,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20260619001500,https://www.centralmaine.com/2026/06/18/how-maine-leaders-are-crossing-pete-hegseth-on-shipbuilding/
1309734578,20260520,202605,2026,2026.3836,GOVMIL,DEFENSE SECRETARY,,,,,,GOV,MIL,,MIL,WARSHIP,,,,,,MIL,,,1,020,020,02,1,3.0,6,1,6,-2.2167487684729,3,"Portland City Hall, Maine, United States",US,USME,ME005,43.6598,-70.2542,1912901,3,"Portland City Hall, Maine, United States",US,USME,,43.6598,-70.2542,1912901,3,"Portland City Hall, Maine, United States",US,USME,,43.6598,-70.2542,1912901,20260619001500,https://www.centralmaine.com/2026/06/18/how-maine-leaders-are-crossing-pete-hegseth-on-shipbuilding/
1309734579,20260520,202605,2026,2026.3836,GOVMIL,DEFENSE SECRETARY,,,,,,GOV,MIL,,MIL,WARSHIP,,,,,,MIL,,,1,020,020,02,1,3.0,2,1,2,-2.2167487684729,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20260619001500,https://www.centralmaine.com/2026/06/18/how-maine-leaders-are-crossing-pete-hegseth-on-shipbuilding/
1309734580,20260520,202605,2026,2026.3836,UAF,COMBATANT,,,,,,UAF,,,USA,UNITED STATES,USA,,,,,,,,0,020,020,02,1,3.0,2,1,2,-2.2167487684729,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20260619001500,https://www.centralmaine.com/2026/06/18/how-maine-leaders-are-crossing-pete-hegseth-on-shipbuilding/
1309734581,20260520,202605,2026,2026.3836,USAGOVMIL,UNITED STATES,USA,,,,,GOV,MIL,,GOV,ADMINISTRATION,,,,,,GOV,,,1,020,020,02,1,3.0,2,1,2,-2.2167487684729,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20260619001500,https://www.centralmaine.com/2026/06/18/how-maine-leaders-are-crossing-pete-hegseth-on-shipbuilding/
1309734582,20260520,202605,2026,2026.3836,USAGOVMIL,UNITED STATES,USA,,,,,GOV,MIL,,MIL,WARSHIP,,,,,,MIL,,,1,020,020,02,1,3.0,2,1,2,-2.2167487684729,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20260619001500,https://www.centralmaine.com/2026/06/18/how-maine-leaders-are-crossing-pete-hegseth-on-shipbuilding/
1309734583,20260612,202606,2026,2026.4438,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,090,090,09,2,-2.0,10,1,10,-0.47846889952153,4,"Grande Prairie, Alberta, Canada",CA,CA01,154724,55.1667,-118.8,-565467,0,,,,,,,,4,"Grande Prairie, Alberta, Canada",CA,CA01,154724,55.1667,-118.8,-565467,20260619001500,https://globalnews.ca/news/11912570/grand-prairie-crane-accident-driver-missing/
