GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1302994542,20260501,202605,2026,2026.3315,CVL,RESIDENTS,,,,,,CVL,,,CRM,BANDIT,,,,,,CRM,,,0,112,112,11,3,-2.0,1,1,1,-9.10951893551693,4,"Bagega, Zamfara, Nigeria",NI,NI57,191424,11.8596,5.99716,-2001513,4,"Bagega, Zamfara, Nigeria",NI,NI57,191424,11.8596,5.99716,-2001513,4,"Bagega, Zamfara, Nigeria",NI,NI57,191424,11.8596,5.99716,-2001513,20260508013000,https://punchng.com/borno-attack-claims-two-soldiers-zamfara-ied-blast-kills-six/
1302994543,20260501,202605,2026,2026.3315,CVL,RESIDENTS,,,,,,CVL,,,MIL,MILITARY BASE,,,,,,MIL,,,0,190,190,19,4,-10.0,3,1,3,-9.10951893551693,4,"Bagega, Zamfara, Nigeria",NI,NI57,191424,11.8596,5.99716,-2001513,4,"Bagega, Zamfara, Nigeria",NI,NI57,191424,11.8596,5.99716,-2001513,4,"Bagega, Zamfara, Nigeria",NI,NI57,191424,11.8596,5.99716,-2001513,20260508013000,https://punchng.com/borno-attack-claims-two-soldiers-zamfara-ied-blast-kills-six/
1302994544,20260501,202605,2026,2026.3315,CVL,RESIDENTS,,,,,,CVL,,,NGA,NIGERIA,NGA,,,,,,,,0,112,112,11,3,-2.0,2,1,2,-9.10951893551693,4,"Bagega, Zamfara, Nigeria",NI,NI57,191424,11.8596,5.99716,-2001513,4,"Bagega, Zamfara, Nigeria",NI,NI57,191424,11.8596,5.99716,-2001513,4,"Bagega, Zamfara, Nigeria",NI,NI57,191424,11.8596,5.99716,-2001513,20260508013000,https://punchng.com/borno-attack-claims-two-soldiers-zamfara-ied-blast-kills-six/
1302994545,20260501,202605,2026,2026.3315,IDN,INDONESIA,IDN,,,,,,,,GOV,FINANCE MINIST,,,,,,GOV,,,1,030,030,03,1,4.0,8,1,8,-4.87804878048781,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,18585,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,18585,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,18585,-6.17444,106.829,-2679652,20260508013000,https://asia.nikkei.com/business/markets/currencies/indonesia-prepares-bond-stabilization-fund-amid-rupiah-depreciation
1302994546,20260501,202605,2026,2026.3315,IDN,INDONESIA,IDN,,,,,,,,IDNGOV,INDONESIA,IDN,,,,,GOV,,,1,030,030,03,1,4.0,2,1,2,-4.87804878048781,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,18585,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,18585,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,18585,-6.17444,106.829,-2679652,20260508013000,https://asia.nikkei.com/business/markets/currencies/indonesia-prepares-bond-stabilization-fund-amid-rupiah-depreciation
1302994547,20260501,202605,2026,2026.3315,JUD,SUPREME COURT,,,,,,JUD,,,,,,,,,,,,,1,030,030,03,1,4.0,1,1,1,0.331125827814569,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,0,,,,,,,,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20260508013000,https://www.fox13memphis.com/news/tennessee-congressman-steve-cohen-plans-to-file-lawsuit-against-redistricting-map/article_c671c6ea-17a2-4611-8c4f-da68cf63d53c.html
1302994548,20260501,202605,2026,2026.3315,JUD,SUPREME COURT,,,,,,JUD,,,USA,LOUISIANA,USA,,,,,,,,1,014,014,01,1,0.0,7,1,7,0.331125827814569,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20260508013000,https://www.fox13memphis.com/news/tennessee-congressman-steve-cohen-plans-to-file-lawsuit-against-redistricting-map/article_c671c6ea-17a2-4611-8c4f-da68cf63d53c.html
1302994549,20260501,202605,2026,2026.3315,JUD,SUPREME COURT,,,,,,JUD,,,USA,LOUISIANA,USA,,,,,,,,1,014,014,01,1,0.0,1,1,1,0.331125827814569,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,20260508013000,https://www.fox13memphis.com/news/tennessee-congressman-steve-cohen-plans-to-file-lawsuit-against-redistricting-map/article_c671c6ea-17a2-4611-8c4f-da68cf63d53c.html
1302994550,20260501,202605,2026,2026.3315,REL,RELIGIOUS GROUP,,,,,,,,,LEG,REPRESENTATIVES,,,,,,LEG,,,1,040,040,04,1,1.0,10,1,10,-0.161550888529886,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,20260508013000,https://www.caledonianrecord.com/news/national/tech-is-turning-increasingly-to-religion-in-a-quest-to-create-ethical-ai/article_9915892d-eeac-5adf-ba83-e5ccd2f0d9d0.html
1302994551,20260507,202605,2026,2026.3479,AUSGOV,AUSTRALIA,AUS,,,,,GOV,,,FJIELIGOV,SITIVENI RABUKA,FJI,,,,,ELI,GOV,,1,051,051,05,1,3.4,5,1,5,-4.54545454545455,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260508013000,https://fijisun.com.fj:443/news/nation/fiji-to-host-pacifics-first-police-ministers-meeting
1302994552,20260507,202605,2026,2026.3479,FJI,FIJI,FJI,,,,,,,,FJIJUD,FIJI,FJI,,,,,JUD,,,1,112,112,11,3,-2.0,1,1,1,-7.90960451977401,4,"Suva, Central, Fiji",FJ,FJ01,40197,-18.1333,178.417,-1195133,4,"Suva, Central, Fiji",FJ,FJ01,40197,-18.1333,178.417,-1195133,4,"Suva, Central, Fiji",FJ,FJ01,40197,-18.1333,178.417,-1195133,20260508013000,https://fijisun.com.fj:443/news/courts-and-law/drug-accused-misses-court-again-warrant-issued
1302994553,20260507,202605,2026,2026.3479,FJIJUD,FIJI,FJI,,,,,JUD,,,FJI,FIJI,FJI,,,,,,,,1,112,112,11,3,-2.0,1,1,1,-7.90960451977401,4,"Suva, Central, Fiji",FJ,FJ01,40197,-18.1333,178.417,-1195133,4,"Suva, Central, Fiji",FJ,FJ01,40197,-18.1333,178.417,-1195133,4,"Suva, Central, Fiji",FJ,FJ01,40197,-18.1333,178.417,-1195133,20260508013000,https://fijisun.com.fj:443/news/courts-and-law/drug-accused-misses-court-again-warrant-issued
1302994554,20260508,202605,2026,2026.3507,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,042,042,04,1,1.9,8,1,8,0,0,,,,,,,,4,"Nababiep, Northern Cape, South Africa",SF,SF08,77358,-29.5917,17.7862,-1264497,4,"Nababiep, Northern Cape, South Africa",SF,SF08,77358,-29.5917,17.7862,-1264497,20260508013000,https://wtop.com/dc/2026/05/21-year-old-african-lion-dies-at-smithsonian-national-zoo/
1302994555,20260508,202605,2026,2026.3507,,,,,,,,,,,AZE,BAKU,AZE,,,,,,,,0,040,040,04,1,1.0,10,1,10,3.35151987529228,0,,,,,,,,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20260508013000,https://news.az/news/why-is-the-un-promoting-wuf13-in-baku-and-why-does-it-matter
1302994556,20260508,202605,2026,2026.3507,,,,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,1,042,042,04,1,1.9,28,1,10,3.35151987529228,0,,,,,,,,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20260508013000,https://news.az/news/why-is-the-un-promoting-wuf13-in-baku-and-why-does-it-matter
1302994557,20260508,202605,2026,2026.3507,,,,,,,,,,,BGR,SOFIA,BGR,,,,,,,,1,036,036,03,1,4.0,10,1,10,3.62537764350453,0,,,,,,,,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,20260508013000,https://www.hola.com/us/royals/20260507900344/leonor-sofia-europe-young-heirs-pope-leo-xiv-visit-spain/
1302994558,20260508,202605,2026,2026.3507,,,,,,,,,,,BUS,BANK,,,,,,BUS,,,0,020,020,02,1,3.0,6,1,6,-3.63408521303258,0,,,,,,,,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260508013000,https://www.wzzm13.com/article/news/local/muskegon/owner-adelaide-pointe-in-hot-water-on-social-media-yet-again/69-f2d032ac-4d86-4d78-9e91-4e40076f7b1a
1302994559,20260508,202605,2026,2026.3507,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,046,046,04,1,7.0,5,1,5,1.66666666666666,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260508013000,https://www.manilatimes.net/2026/05/08/tmt-newswire/globenewswire/equinox-gold-announces-results-from-annual-shareholder-meeting/2339177
1302994560,20260508,202605,2026,2026.3507,,,,,,,,,,,BUS,COMPANIES,,,,,,BUS,,,0,061,061,06,2,6.4,5,1,5,-1.375,0,,,,,,,,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260508013000,https://www.eurasiareview.com/07052026-purdue-pharma-bites-the-dust-can-we-learn-anything-oped/
1302994561,20260508,202605,2026,2026.3507,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,1,080,080,08,2,5.0,2,1,2,-0.95238095238095,0,,,,,,,,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260508013000,https://www.nbcsandiego.com/news/politics/president-trump/federal-court-rules-against-new-global-tariffs-trump-supreme-court/4020962/
1302994562,20260508,202605,2026,2026.3507,,,,,,,,,,,CAN,CANADIAN,CAN,,,,,,,,1,045,045,04,1,5.0,10,1,10,2.85714285714286,0,,,,,,,,4,"Langley, British Columbia, Canada",CA,CA02,12552,49.1,-122.65,-567692,4,"Langley, British Columbia, Canada",CA,CA02,12552,49.1,-122.65,-567692,20260508013000,https://aldergrovestar.com/2026/05/07/cadets-discover-service-pathways-at-langley-airport/
1302994563,20260508,202605,2026,2026.3507,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,060,060,06,2,6.0,10,1,10,-3.38983050847458,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260508013000,https://indianexpress.com/article/cities/chandigarh/born-in-poverty-died-in-it-too-ludhiana-couples-suicide-note-that-leaves-more-questions-than-answers-10678528/
1302994564,20260508,202605,2026,2026.3507,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,036,036,03,1,4.0,8,1,8,1.46504813729594,0,,,,,,,,4,"Tiangong, Sichuan, China",CH,CH32,13003,31.5217,105.934,10341753,4,"Tiangong, Sichuan, China",CH,CH32,13003,31.5217,105.934,10341753,20260508013000,https://www.nasaspaceflight.com/2026/05/china-cargo-crew-reusability/
1302994565,20260508,202605,2026,2026.3507,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,040,040,04,1,1.0,4,1,4,0.34324942791762,0,,,,,,,,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260508013000,https://www.govtech.com/artificial-intelligence/owensboro-ky-mayor-explores-data-center-possibility
1302994566,20260508,202605,2026,2026.3507,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,042,042,04,1,1.9,4,1,4,1.46504813729594,0,,,,,,,,4,"Tianzhou, Guangxi, China",CH,CH16,13062,23.7786,106.897,-1928696,4,"Tianzhou, Guangxi, China",CH,CH16,13062,23.7786,106.897,-1928696,20260508013000,https://www.nasaspaceflight.com/2026/05/china-cargo-crew-reusability/
1302994567,20260508,202605,2026,2026.3507,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,042,042,04,1,1.9,4,1,4,1.46504813729594,0,,,,,,,,4,"Tianzhou, Guangxi, China",CH,CH16,13062,23.7786,106.897,-1928696,4,"Zhang Lu, Shandong, China",CH,CH25,13239,36.2394,115.519,-1938274,20260508013000,https://www.nasaspaceflight.com/2026/05/china-cargo-crew-reusability/
1302994568,20260508,202605,2026,2026.3507,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,042,042,04,1,1.9,2,1,2,-1.55586987270156,0,,,,,,,,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60,100,RS,20260508013000,https://www.marketscreener.com/news/communist-run-vietnam-eyes-influencers-ai-to-spruce-up-propaganda-documents-show-ce7f5bdade89f720
1302994569,20260508,202605,2026,2026.3507,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,043,043,04,1,2.8,10,1,10,1.46504813729594,0,,,,,,,,4,"Wenchang, Hainan, China",CH,CH31,13072,19.6172,110.748,-1930410,4,"Wenchang, Hainan, China",CH,CH31,13072,19.6172,110.748,-1930410,20260508013000,https://www.nasaspaceflight.com/2026/05/china-cargo-crew-reusability/
1302994570,20260508,202605,2026,2026.3507,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,061,061,06,2,6.4,10,1,10,-0.29239766081871,0,,,,,,,,4,"Hangzhou, Zhejiang, China",CH,CH02,13319,30.2553,120.169,-1908366,4,"Hangzhou, Zhejiang, China",CH,CH02,13319,30.2553,120.169,-1908366,20260508013000,https://www.livemint.com/companies/news/sona-comstar-chinese-carmakers-ev-europe-auto-components-11778153026393.html
1302994571,20260508,202605,2026,2026.3507,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,061,061,06,2,6.4,10,1,10,-2.63929618768328,0,,,,,,,,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260508013000,https://indianexpress.com/article/cities/delhi/65-buyers-at-risk-china-dependence-industry-opposes-delhi-govts-2028-petrol-two-wheeler-ban-proposal-10678355/
1302994572,20260508,202605,2026,2026.3507,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,090,090,09,2,-2.0,2,1,2,0.34324942791762,0,,,,,,,,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260508013000,https://www.govtech.com/artificial-intelligence/owensboro-ky-mayor-explores-data-center-possibility
1302994573,20260508,202605,2026,2026.3507,,,,,,,,,,,CHNBUS,SHANGHAI,CHN,,,,,BUS,,,0,043,043,04,1,2.8,1,1,1,1.46504813729594,0,,,,,,,,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Tiangong, Sichuan, China",CH,CH32,13003,31.5217,105.934,10341753,20260508013000,https://www.nasaspaceflight.com/2026/05/china-cargo-crew-reusability/
1302994574,20260508,202605,2026,2026.3507,,,,,,,,,,,CHR,CHRISTIAN,,,,CHR,,,,,1,046,046,04,1,7.0,10,1,10,-3.07692307692307,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260508013000,https://www.southpeacenews.com/inspiration-martyrdom-for-the-gospel/
1302994575,20260508,202605,2026,2026.3507,,,,,,,,,,,CHRCTH,THE POPE,,,,CHR,CTH,,,,1,036,036,03,1,4.0,2,1,2,-4.15617128463476,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260508013000,https://www.americamagazine.org/faith-and-reason/2026/05/07/pope-leo-african-church/
1302994576,20260508,202605,2026,2026.3507,,,,,,,,,,,CHRCTH,THE POPE,,,,CHR,CTH,,,,1,036,036,03,1,4.0,8,1,8,-4.15617128463476,0,,,,,,,,1,Nigeria,NI,NI,,10,8,NI,1,Nigeria,NI,NI,,10,8,NI,20260508013000,https://www.americamagazine.org/faith-and-reason/2026/05/07/pope-leo-african-church/
1302994577,20260508,202605,2026,2026.3507,,,,,,,,,,,CHRCTHEDU,CATHOLIC,,,,CHR,CTH,EDU,,,0,060,060,06,2,6.0,6,1,6,0.10582010582011,0,,,,,,,,2,"Missouri, United States",US,USMO,,38.4623,-92.302,MO,2,"Missouri, United States",US,USMO,,38.4623,-92.302,MO,20260508013000,https://www.oann.com/newsroom/clarence-thomas-becomes-second-longest-serving-justice-of-scotus/
1302994578,20260508,202605,2026,2026.3507,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,040,040,04,1,1.0,5,1,5,-15.8823529411765,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,3,"Winkler County, Texas, United States",US,USTX,,31.8501,-103.034,1384033,20260508013000,https://www.firstalert7.com/2026/05/07/woman-arrested-after-forcing-entry-into-wink-home-assaulting-victim/
1302994579,20260508,202605,2026,2026.3507,,,,,,,,,,,COP,POLICE OFFICER,,,,,,COP,,,0,051,051,05,1,3.4,4,1,4,9.18367346938774,0,,,,,,,,1,Saudi Arabia,SA,SA,,25,45,SA,1,Saudi Arabia,SA,SA,,25,45,SA,20260508013000,https://punchng.com/ig-seeks-police-community-partnership-to-secure-nigeria-2/
1302994580,20260508,202605,2026,2026.3507,,,,,,,,,,,COP,POLICE OFFICER,,,,,,COP,,,0,051,051,05,1,3.4,1,1,1,9.18367346938774,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260508013000,https://punchng.com/ig-seeks-police-community-partnership-to-secure-nigeria-2/
1302994581,20260508,202605,2026,2026.3507,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,190,190,19,4,-10.0,2,1,2,-9.10951893551693,0,,,,,,,,4,"Gindiri, Nigeria (general), Nigeria",NI,NI00,191119,9.6,9.23333,-2009168,4,"Gindiri, Nigeria (general), Nigeria",NI,NI00,191119,9.6,9.23333,-2009168,20260508013000,https://punchng.com/borno-attack-claims-two-soldiers-zamfara-ied-blast-kills-six/
1302994582,20260508,202605,2026,2026.3507,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,190,190,19,4,-10.0,6,1,6,-13.3333333333333,0,,,,,,,,3,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,20260508013000,https://www.fox32chicago.com/news/chicago-man-charged-fatal-lawndale-shooting-police
1302994583,20260508,202605,2026,2026.3507,,,,,,,,,,,COP,SECURITY FORCE,,,,,,COP,,,0,190,190,19,4,-10.0,5,1,5,-9.10951893551693,0,,,,,,,,5,"Zamfara State, Zamfara, Nigeria",NI,NI57,191424,12.1667,6.25,9098622,5,"Zamfara State, Zamfara, Nigeria",NI,NI57,191424,12.1667,6.25,9098622,20260508013000,https://punchng.com/borno-attack-claims-two-soldiers-zamfara-ied-blast-kills-six/
1302994584,20260508,202605,2026,2026.3507,,,,,,,,,,,COP,PRISON,,,,,,COP,,,0,190,190,19,4,-10.0,1,1,1,-6.32411067193676,0,,,,,,,,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260508013000,https://www.cubaheadlines.com/articles/328501
1302994585,20260508,202605,2026,2026.3507,,,,,,,,,,,COP,PRISON,,,,,,COP,,,0,190,190,19,4,-10.0,4,1,4,-6.32411067193676,0,,,,,,,,1,Spain,SP,SP,,40,-4,SP,1,Spain,SP,SP,,40,-4,SP,20260508013000,https://www.cubaheadlines.com/articles/328501
1302994586,20260508,202605,2026,2026.3507,,,,,,,,,,,CPV,CAPE VERDE,CPV,,,,,,,,1,043,043,04,1,2.8,10,1,10,-6.25,0,,,,,,,,1,Cape Verde,CV,CV,,16,-24,CV,4,"Ushuaia, Tierra del Fuego, Antáida e Islas del Atláico Sur, Argentina",AR,AR23,4872,-54.8,-68.3,-1018179,20260508013000,https://www.helsinkitimes.fi/world-int/28806-health-officials-trace-cruise-passengers-after-hantavirus-outbreak.html
1302994587,20260508,202605,2026,2026.3507,,,,,,,,,,,CRM,CRIMINAL,,,,,,CRM,,,1,042,042,04,1,1.9,10,1,10,-15.8823529411765,0,,,,,,,,3,"Winkler County, Texas, United States",US,USTX,,31.8501,-103.034,1384033,3,"Winkler County, Texas, United States",US,USTX,,31.8501,-103.034,1384033,20260508013000,https://www.firstalert7.com/2026/05/07/woman-arrested-after-forcing-entry-into-wink-home-assaulting-victim/
