GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1298173400,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,GOV,MINIST,,,,,,GOV,,,1,036,036,03,1,4.0,1,1,1,-2.45398773006135,1,Netherlands,NL,NL,,52.5,5.75,NL,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,20260408124500,https://www.dailysabah.com/politics/diplomacy/eu-ties-on-agenda-as-dutch-fm-set-to-visit-turkiye
1298173401,20260408,202604,2026,2026.2685,TUR,TURKISH,TUR,,,,,,,,GOV,DIPLOMAT,,,,,,GOV,,,1,040,040,04,1,1.0,5,1,5,0,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,1,Netherlands,NL,NL,,52.5,5.75,NL,1,Netherlands,NL,NL,,52.5,5.75,NL,20260408124500,https://www.hurriyetdailynews.com/turkish-dutch-top-diplomats-to-discuss-bilateral-ties-regional-issues-220778
1298173402,20260408,202604,2026,2026.2685,TUR,TURKISH,TUR,,,,,,,,GOV,DIPLOMAT,,,,,,GOV,,,1,040,040,04,1,1.0,1,1,1,0,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,1,Ukraine,UP,UP,,49,32,UP,1,Syria,SY,SY,,35,38,SY,20260408124500,https://www.hurriyetdailynews.com/turkish-dutch-top-diplomats-to-discuss-bilateral-ties-regional-issues-220778
1298173403,20260408,202604,2026,2026.2685,TUR,TURKISH,TUR,,,,,,,,GOV,DIPLOMAT,,,,,,GOV,,,1,040,040,04,1,1.0,3,1,3,0,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260408124500,https://www.hurriyetdailynews.com/turkish-dutch-top-diplomats-to-discuss-bilateral-ties-regional-issues-220778
1298173404,20260408,202604,2026,2026.2685,TUR,TURKISH,TUR,,,,,,,,GOV,DIPLOMAT,,,,,,GOV,,,1,040,040,04,1,1.0,1,1,1,0,1,Israel,IS,IS,,31.5,34.75,IS,1,Netherlands,NL,NL,,52.5,5.75,NL,1,Netherlands,NL,NL,,52.5,5.75,NL,20260408124500,https://www.hurriyetdailynews.com/turkish-dutch-top-diplomats-to-discuss-bilateral-ties-regional-issues-220778
1298173405,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,0,041,041,04,1,1.0,1,1,1,1.22199592668025,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173406,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,0,041,041,04,1,1.0,1,1,1,1.22199592668025,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,1,Iran,IR,IR,,32,53,IR,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173407,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,020,020,02,1,3.0,2,1,2,-1.92307692307692,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260408124500,https://www.hurriyetdailynews.com/erdogan-welcomes-us-iran-ceasefire-urges-full-implementation-220784
1298173408,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,020,020,02,1,3.0,1,1,1,-3.17460317460318,1,Iran,IR,IR,,32,53,IR,1,Turkey,TU,TU,,39.059012,34.911546,TU,1,Turkey,TU,TU,,39.059012,34.911546,TU,20260408124500,https://en.apa.az/asia/erdogan-welcomes-us-iran-ceasefire-calls-for-full-implementation-500425
1298173409,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,020,020,02,1,3.0,1,1,1,-3.17460317460318,1,United States,US,US,,39.828175,-98.5795,US,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260408124500,https://en.apa.az/asia/erdogan-welcomes-us-iran-ceasefire-calls-for-full-implementation-500425
1298173410,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,110,110,11,3,-2.0,2,1,2,-5.4945054945055,4,"Kanal, Antalya, Turkey",TU,TU07,27547,36.922,30.6745,11317130,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260408124500,https://www.hurriyetdailynews.com/israeli-far-right-minister-targets-turkish-actor-over-post-on-palestinian-prisoners-220786
1298173411,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,110,110,11,3,-2.0,6,1,6,-5.4945054945055,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260408124500,https://www.hurriyetdailynews.com/israeli-far-right-minister-targets-turkish-actor-over-post-on-palestinian-prisoners-220786
1298173412,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,1,111,111,11,3,-2.0,2,1,2,-6.2015503875969,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,20260408124500,https://www.dailysabah.com/arts/turkish-actor-condemns-palestinian-executions-israel-fires-back/news
1298173413,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,1,111,111,11,3,-2.0,4,1,4,-6.2015503875969,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260408124500,https://www.dailysabah.com/arts/turkish-actor-condemns-palestinian-executions-israel-fires-back/news
1298173414,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,ISROPP,ISRAEL,ISR,,,,,OPP,,,1,180,180,18,4,-9.0,2,1,2,-5.4945054945055,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260408124500,https://www.hurriyetdailynews.com/israeli-far-right-minister-targets-turkish-actor-over-post-on-palestinian-prisoners-220786
1298173415,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,JUD,JUDGE,,,,,,JUD,,,0,031,031,03,1,5.2,2,1,2,-0.13966480446927,1,Turkey,TU,TU,,39.059012,34.911546,TU,1,Turkey,TU,TU,,39.059012,34.911546,TU,1,Turkey,TU,TU,,39.059012,34.911546,TU,20260408124500,https://www.bizcommunity.com/article/judge-orders-tark-group-directors-to-personally-repay-covid-contract-profits-736772a
1298173416,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,010,010,01,1,0.0,8,1,8,-5.4945054945055,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,4,"Kanal, Antalya, Turkey",TU,TU07,27547,36.922,30.6745,11317130,4,"Kanal, Antalya, Turkey",TU,TU07,27547,36.922,30.6745,11317130,20260408124500,https://www.hurriyetdailynews.com/israeli-far-right-minister-targets-turkish-actor-over-post-on-palestinian-prisoners-220786
1298173417,20260408,202604,2026,2026.2685,TUR,TURKISH,TUR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,111,111,11,3,-2.0,1,1,1,-6.2015503875969,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,20260408124500,https://www.dailysabah.com/arts/turkish-actor-condemns-palestinian-executions-israel-fires-back/news
1298173418,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,111,111,11,3,-2.0,8,1,8,-5.4945054945055,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,4,"Kanal, Antalya, Turkey",TU,TU07,27547,36.922,30.6745,11317130,4,"Kanal, Antalya, Turkey",TU,TU07,27547,36.922,30.6745,11317130,20260408124500,https://www.hurriyetdailynews.com/israeli-far-right-minister-targets-turkish-actor-over-post-on-palestinian-prisoners-220786
1298173419,20260408,202604,2026,2026.2685,TUR,TURKISH,TUR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,111,111,11,3,-2.0,1,1,1,-6.2015503875969,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260408124500,https://www.dailysabah.com/arts/turkish-actor-condemns-palestinian-executions-israel-fires-back/news
1298173420,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,180,180,18,4,-9.0,1,1,1,-5.4945054945055,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260408124500,https://www.hurriyetdailynews.com/israeli-far-right-minister-targets-turkish-actor-over-post-on-palestinian-prisoners-220786
1298173421,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,180,180,18,4,-9.0,1,1,1,-5.4945054945055,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,20260408124500,https://www.hurriyetdailynews.com/israeli-far-right-minister-targets-turkish-actor-over-post-on-palestinian-prisoners-220786
1298173422,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,PSEREB,HAMAS,PSE,,,,,REB,,,0,040,040,04,1,1.0,1,1,1,1.22199592668025,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173423,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,PSEREB,HAMAS,PSE,,,,,REB,,,0,040,040,04,1,1.0,1,1,1,1.22199592668025,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,1,Ukraine,UP,UP,,49,32,UP,1,Ukraine,UP,UP,,49,32,UP,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173424,20260408,202604,2026,2026.2685,TUR,ISTANBUL,TUR,,,,,,,,PSEREB,HAMAS,PSE,,,,,REB,,,0,040,040,04,1,1.0,7,1,7,1.22199592668025,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173425,20260408,202604,2026,2026.2685,TUR,ISTANBUL,TUR,,,,,,,,PSEREB,HAMAS,PSE,,,,,REB,,,0,040,040,04,1,1.0,1,1,1,1.22199592668025,1,Ukraine,UP,UP,,49,32,UP,1,Ukraine,UP,UP,,49,32,UP,1,Ukraine,UP,UP,,49,32,UP,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173426,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,036,036,03,1,4.0,2,1,2,0,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,20260408124500,https://www.hurriyetdailynews.com/turkish-dutch-top-diplomats-to-discuss-bilateral-ties-regional-issues-220778
1298173427,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,036,036,03,1,4.0,2,1,2,0,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,1,Russia,RS,RS,,60,100,RS,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,20260408124500,https://www.hurriyetdailynews.com/turkish-dutch-top-diplomats-to-discuss-bilateral-ties-regional-issues-220778
1298173428,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,0,042,042,04,1,1.9,1,1,1,1.22199592668025,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60,100,RS,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173429,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,0,042,042,04,1,1.9,1,1,1,1.22199592668025,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,1,Ukraine,UP,UP,,49,32,UP,1,Russia,RS,RS,,60,100,RS,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173430,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,050,050,05,1,3.5,2,1,2,1.22199592668025,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173431,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,050,050,05,1,3.5,2,1,2,1.22199592668025,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60,100,RS,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173432,20260408,202604,2026,2026.2685,TUR,ISTANBUL,TUR,,,,,,,,RUSGOV,RUSSIAN,RUS,,,,,GOV,,,0,043,043,04,1,2.8,6,1,6,1.22199592668025,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,1,Russia,RS,RS,,60,100,RS,1,Ukraine,UP,UP,,49,32,UP,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173433,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,0,042,042,04,1,1.9,4,1,4,1.22199592668025,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,1,Ukraine,UP,UP,,49,32,UP,1,Ukraine,UP,UP,,49,32,UP,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173434,20260408,202604,2026,2026.2685,TUR,ISTANBUL,TUR,,,,,,,,UKR,UKRAINIAN,UKR,,,,,,,,0,043,043,04,1,2.8,8,1,8,1.22199592668025,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,1,Ukraine,UP,UP,,49,32,UP,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173435,20260408,202604,2026,2026.2685,TUR,ISTANBUL,TUR,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,0,043,043,04,1,2.8,2,1,2,1.22199592668025,1,Ukraine,UP,UP,,49,32,UP,1,Ukraine,UP,UP,,49,32,UP,1,Ukraine,UP,UP,,49,32,UP,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173436,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,0,045,045,04,1,5.0,2,1,2,1.22199592668025,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173437,20260408,202604,2026,2026.2685,TUR,TURKEY,TUR,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,0,045,045,04,1,5.0,2,1,2,1.22199592668025,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,1,Ukraine,UP,UP,,49,32,UP,1,Ukraine,UP,UP,,49,32,UP,20260408124500,https://www.hurriyetdailynews.com/erdogan-spains-sanchez-discuss-ties-regional-issues-220783
1298173438,20260408,202604,2026,2026.2685,TUR,TURKISH,TUR,,,,,,,,USA,NEW YORK,USA,,,,,,,,0,010,010,01,1,0.0,10,1,10,2.23529411764706,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260408124500,https://www.dailysabah.com/life/bridge-across-centuries-turkiye-showcases-troy-in-heart-of-nyc/news
1298173439,20260408,202604,2026,2026.2685,TUR,TURKISH,TUR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,051,051,05,1,3.4,4,1,4,-3.17460317460318,1,Turkey,TU,TU,,39.059012,34.911546,TU,1,United States,US,US,,39.828175,-98.5795,US,1,Turkey,TU,TU,,39.059012,34.911546,TU,20260408124500,https://en.apa.az/asia/erdogan-welcomes-us-iran-ceasefire-calls-for-full-implementation-500425
1298173440,20260408,202604,2026,2026.2685,TURCVL,TURKISH,TUR,,,,,CVL,,,EUR,EUROPEAN,EUR,,,,,,,,0,042,042,04,1,1.9,6,1,6,-2.45398773006135,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,4,"Istanbul, Istanbul, Turkey",TU,TU34,27897,41.0186,28.9647,-755070,20260408124500,https://www.dailysabah.com/politics/diplomacy/eu-ties-on-agenda-as-dutch-fm-set-to-visit-turkiye
1298173441,20260408,202604,2026,2026.2685,TURELI,TURKEY,TUR,,,,,ELI,,,ISR,ISRAEL,ISR,,,,,,,,1,111,111,11,3,-2.0,4,1,4,-6.2015503875969,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,20260408124500,https://www.dailysabah.com/arts/turkish-actor-condemns-palestinian-executions-israel-fires-back/news
1298173442,20260408,202604,2026,2026.2685,TURELI,TURKISH,TUR,,,,,ELI,,,PSE,PALESTINIAN,PSE,,,,,,,,1,111,111,11,3,-2.0,2,1,2,-6.2015503875969,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,20260408124500,https://www.dailysabah.com/arts/turkish-actor-condemns-palestinian-executions-israel-fires-back/news
1298173443,20260408,202604,2026,2026.2685,TURGOV,TURKISH,TUR,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,1,051,051,05,1,3.4,4,1,4,-3.17460317460318,1,Turkey,TU,TU,,39.059012,34.911546,TU,1,Iran,IR,IR,,32,53,IR,1,United States,US,US,,39.828175,-98.5795,US,20260408124500,https://en.apa.az/asia/erdogan-welcomes-us-iran-ceasefire-calls-for-full-implementation-500425
1298173444,20260408,202604,2026,2026.2685,TURGOV,TURKEY,TUR,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,1,051,051,05,1,3.4,2,1,2,-3.17460317460318,1,Turkey,TU,TU,,39.059012,34.911546,TU,1,United States,US,US,,39.828175,-98.5795,US,1,Turkey,TU,TU,,39.059012,34.911546,TU,20260408124500,https://en.apa.az/asia/erdogan-welcomes-us-iran-ceasefire-calls-for-full-implementation-500425
1298173445,20260408,202604,2026,2026.2685,TURGOV,TURKISH,TUR,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,1,051,051,05,1,3.4,3,1,3,-3.17460317460318,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260408124500,https://en.apa.az/asia/erdogan-welcomes-us-iran-ceasefire-calls-for-full-implementation-500425
1298173446,20260408,202604,2026,2026.2685,TURGOV,TURKEY,TUR,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,1,051,051,05,1,3.4,1,1,1,-3.17460317460318,1,Turkey,TU,TU,,39.059012,34.911546,TU,1,United States,US,US,,39.828175,-98.5795,US,1,Turkey,TU,TU,,39.059012,34.911546,TU,20260408124500,https://en.apa.az/asia/erdogan-welcomes-us-iran-ceasefire-calls-for-full-implementation-500425
1298173447,20260408,202604,2026,2026.2685,TURGOV,TURKISH,TUR,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,1,051,051,05,1,3.4,2,1,2,-3.17460317460318,1,Turkey,TU,TU,,39.059012,34.911546,TU,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260408124500,https://en.apa.az/asia/erdogan-welcomes-us-iran-ceasefire-calls-for-full-implementation-500425
1298173448,20260408,202604,2026,2026.2685,TURJUD,TURKEY,TUR,,,,,JUD,,,,,,,,,,,,,0,031,031,03,1,5.2,2,1,2,-0.13966480446927,1,Turkey,TU,TU,,39.059012,34.911546,TU,0,,,,,,,,1,Turkey,TU,TU,,39.059012,34.911546,TU,20260408124500,https://www.bizcommunity.com/article/judge-orders-tark-group-directors-to-personally-repay-covid-contract-profits-736772a
1298173449,20260408,202604,2026,2026.2685,TURMED,TURKISH,TUR,,,,,MED,,,ISR,ISRAELI,ISR,,,,,,,,1,111,111,11,3,-2.0,4,1,4,-6.2015503875969,4,"Sevindik, Siirt, Turkey",TU,TU74,28248,37.9762,42.1854,10469870,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260408124500,https://www.dailysabah.com/arts/turkish-actor-condemns-palestinian-executions-israel-fires-back/news
1298173450,20260408,202604,2026,2026.2685,TWN,TAIWAN,TWN,,,,,,,,IND,NEW DELHI,IND,,,,,,,,1,036,036,03,1,4.0,10,1,10,3.20855614973262,1,Taiwan,TW,TW,,24,121,TW,1,Taiwan,TW,TW,,24,121,TW,1,Taiwan,TW,TW,,24,121,TW,20260408124500,https://economictimes.indiatimes.com/news/india/up-aims-to-retain-local-talent-delegation-to-visit-taiwan-to-attract-investments-official/articleshow/130113161.cms
1298173451,20260408,202604,2026,2026.2685,UAF,TERRORIST GROUP,,,,,,UAF,,,EUR,EUROPE,EUR,,,,,,,,0,080,080,08,2,5.0,5,1,5,-2.45398773006135,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,20260408124500,https://www.dailysabah.com/politics/diplomacy/eu-ties-on-agenda-as-dutch-fm-set-to-visit-turkiye
1298173452,20260408,202604,2026,2026.2685,UKR,KYIV,UKR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,020,020,02,1,3.0,1,1,1,-5.8139534883721,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20260408124500,https://news.az/news/kyiv-urges-ukraine-ceasefire-following-us-iran-truce
1298173453,20260408,202604,2026,2026.2685,UKR,KYIV,UKR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,020,020,02,1,3.0,7,1,7,-5.8139534883721,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260408124500,https://news.az/news/kyiv-urges-ukraine-ceasefire-following-us-iran-truce
1298173454,20260408,202604,2026,2026.2685,UKR,UKRAINIAN,UKR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,0356,035,03,1,7.0,1,1,1,-5.8139534883721,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260408124500,https://news.az/news/kyiv-urges-ukraine-ceasefire-following-us-iran-truce
